ticker,longName,ROCE (3yr avg),NFAT (3yr avg),SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),Interest coverage,tax %,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,p/s,d/e,d/e_market,FCF%,FCF/CFO,3-5yr Average ROA (%),3-5yr Average ROE (%),moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,ma_pct,ma_distance_bonus,macd_pct,macd_crossover_bonus,rsi_pct,vwma_pct,vwma_volume_bonus,fundamental_total_score,technical_total_score,combined_score
FSBW,"FS Bancorp, Inc.",0.0,3.96,39.221,24.983,3.96,36.931,76.978,0.0,15.769,3.058,1.178,9.988,11.404,0.45,5.37,22.173,2.2015004,1.342,1.156,140.441,0.832,1.324,13.631,40.85,42.096,40.496,39.39,True,True,True,-2.961,0.873,3.707,3.0,3.0,STRONG BUY - At MA support,0.257,0.579,-0.323,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,42.854,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,40.85,42.289,False,True,False,5368.0,13423.4,0.4,4700.0,10971.0,1.0,3.0,"AVOID - Below VWMA, weak support",24.0,15.0,60.0,35.0,100.0,100.0,5.0,33.3,0.0,66.7,33.3,0.0,43.0,60.0,48.1
FSCS,,,,,,,,,,,,,,,,,,,,,,,,,35.755,36.054,35.59,35.496,True,True,True,-0.828,0.463,0.73,3.0,3.0,BUY - Ideal pullback entry,0.128,0.194,-0.066,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,45.422,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,35.755,35.764,False,True,False,72214.0,14980.7,4.82,2366.667,17652.333,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,66.7,33.3,0.0,0.0,60.0,18.0
FSEA,"First Seacoast Bancorp, Inc.",0.0,3.756,-166.045,-40.646,3.756,13.392,100.0,0.0,3764.286,0.161,-0.09,inf,-0.841,0.0,-6.928,inf,4.1373696,0.785,0.857,646.394,0.005,-0.396,-3.968,12.98,12.54,12.067,11.514,True,True,True,3.505,7.569,12.731,3.0,3.0,BUY - Ideal pullback entry,0.252,0.243,0.009,True,True,True,True,True,2.0,3.0,3.0,STRONG BUY - Fresh crossover (2 days ago),55.955,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,12.98,13.229,False,False,True,360.0,3543.0,0.102,10400.0,4690.0,1.0,3.0,"AVOID - Below VWMA, weak support",8.0,0.0,0.0,40.0,33.3,100.0,5.0,100.0,5.0,100.0,33.3,5.0,15.0,90.0,37.5
FSFG,"First Savings Financial Group, Inc.",0.0,3.0,29.509,18.745,3.0,8.886,68.284,0.0,13.781,5.835,0.945,9.586,10.374,,-9.07,,2.6507597,2.618,2.077,337.865,0.986,0.473,6.844,31.825,32.449,31.049,27.531,True,True,True,-1.922,2.5,15.598,3.0,3.0,BUY - Ideal pullback entry,0.317,0.529,-0.212,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,47.952,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,31.825,32.554,False,False,False,12019.0,18440.95,0.652,15200.0,20614.875,0.0,3.0,"AVOID - Below VWMA, weak support",16.0,15.0,60.0,25.0,100.0,100.0,5.0,33.3,0.0,66.7,0.0,0.0,39.0,55.0,43.8
FSGS,,,,,,,,,,,,,,,,,,,,,,,,,30.518,30.847,30.609,29.854,False,True,True,-1.067,-0.299,2.223,2.0,3.0,WAIT - Partial trend,0.032,0.091,-0.059,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,45.026,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,30.518,30.752,False,False,False,1042.0,3287.1,0.317,1535.5,10120.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,66.7,5.0,33.3,0.0,66.7,0.0,0.0,0.0,45.0,13.5
FSHP,Flag Ship Acquisition Corporation,23.124,0.0,-0.0,-1.0,0.0,0.0,100.0,inf,0.0,-1.74,604.351,41.346,1.684,0.0,0.0,inf,0,-2.395,0.013,-96.317,1.0,-39.262,52.419,10.75,10.738,10.705,10.526,True,True,True,0.112,0.424,2.126,3.0,3.0,BUY - Ideal pullback entry,0.013,0.016,-0.003,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,55.626,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,10.75,10.754,False,False,True,100.0,330.0,0.303,200.0,100.0,1.0,3.0,"AVOID - Below VWMA, weak support",48.0,0.0,0.0,85.0,26.7,100.0,5.0,33.3,0.0,100.0,33.3,5.0,33.0,71.667,44.6
FSHPR,,,,,,,,,,,,,,,,,,,,,,,,,0.146,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5
FSHPU,Flag Ship Acquisition Corporation,23.124,0.0,-0.0,-1.0,0.0,0.0,100.0,inf,0.0,-1.74,604.351,inf,1.3,0.0,0.0,inf,0,-2.395,0.01,-96.317,1.0,-39.262,52.419,11.25,10.635,10.627,10.61,True,True,True,5.783,5.86,6.031,3.0,3.0,WAIT - Extended above MA,0.06,0.009,0.051,True,True,True,True,True,10.0,3.0,3.0,BUY - Momentum building,98.822,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",11.25,11.07,True,True,True,4011.0,307.0,13.065,2725.0,0.0,3.0,3.0,STRONG BUY - Institutional accumulation,48.0,0.0,0.0,85.0,26.7,100.0,0.0,100.0,0.0,33.3,100.0,5.0,33.0,76.667,46.1
FSLR,"First Solar, Inc.",8.218,0.811,6.814,18.022,0.811,7.81,100.0,35.856,8.127,1.151,12.465,21.038,4.389,39.88,12.894,0.528,5.828767,0.107,0.024,-23.844,0.083,6.543,9.501,274.34,263.763,259.176,195.046,True,True,True,4.01,5.851,40.654,3.0,3.0,BUY - Ideal pullback entry,3.424,3.46,-0.035,False,True,False,True,True,8.0,1.0,3.0,AVOID - Bearish momentum,56.805,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,274.34,264.516,True,False,True,1464402.0,1851050.1,0.791,2125325.5,1526160.0,2.0,3.0,BUY - Good volume support,16.0,70.0,50.0,90.0,26.7,100.0,5.0,33.3,0.0,100.0,66.7,5.0,50.0,76.667,58.0
FSLY,"Fastly, Inc.",-10.439,1.906,-89.438,-33.154,1.906,26.26,100.0,-56.08,-1.675,0.13,-10.363,inf,-9.514,0.0,15.339,inf,2.8063684,0.413,0.244,13.165,-1.56,-9.531,-17.838,11.12,10.482,10.327,7.968,True,True,True,6.087,7.679,39.56,3.0,3.0,WAIT - Extended above MA,-0.026,-0.025,-0.002,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,58.206,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,11.12,10.668,True,False,False,2148498.0,4664749.9,0.461,1934999.5,2731220.0,1.0,3.0,HOLD - Above VWMA but watch volume,0.0,25.0,10.0,50.0,6.7,100.0,0.0,0.0,0.0,100.0,33.3,0.0,18.0,55.0,29.1
FSTR,L.B. Foster Company,2.902,5.681,-16.672,-0.266,5.681,15.161,100.0,3.413,-196.594,19.397,13.747,59.956,15.316,127.626,1.101,0.47,0.5630461,0.434,0.22,29.9,0.109,0.473,0.345,26.98,27.634,27.153,23.688,False,True,True,-2.365,-0.636,13.899,2.0,3.0,WAIT - Partial trend,0.131,0.287,-0.155,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,45.224,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,26.98,27.559,False,False,False,12906.0,26930.3,0.479,12035.333,17966.667,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,50.0,70.0,65.0,46.7,66.7,5.0,33.3,0.0,66.7,0.0,0.0,47.0,45.0,46.4
FSUN,FirstSun Capital Bancorp,0.0,3.522,68.106,22.248,3.522,10.259,100.0,0.0,20.485,1.55,0.96,11.965,7.174,16.735,11.371,0.715,2.741597,0.114,0.095,126.551,0.935,0.991,9.443,37.81,37.801,35.453,36.454,True,True,False,0.024,6.649,3.72,2.0,3.0,WAIT - Partial trend,0.766,0.941,-0.176,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,56.347,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,37.81,37.683,True,True,False,79339.0,133566.95,0.594,65413.0,93366.667,2.0,3.0,HOLD - Above VWMA but watch volume,24.0,65.0,85.0,70.0,100.0,66.7,5.0,33.3,0.0,100.0,66.7,0.0,65.0,61.667,64.0
FSV,FirstService Corporation,9.741,11.153,-12.496,2.708,11.153,32.597,66.556,3.9,27.191,1.709,3.706,49.832,1.947,-1.094,17.098,-45.543,1.2617072,1.529,0.227,128.652,0.169,4.136,13.409,150.99,153.943,155.438,175.473,False,False,False,-1.918,-2.862,-13.953,0.0,3.0,AVOID,-0.632,-0.906,0.274,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,40.279,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,150.99,153.515,False,False,False,170280.0,222464.0,0.765,109833.333,228213.333,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,25.0,20.0,70.0,73.3,0.0,5.0,66.7,0.0,66.7,0.0,0.0,37.0,31.667,35.4
FSZ,,,,,,,,,,,,,,,,,,,,,,,,,80.627,79.112,77.664,75.254,True,True,True,1.915,3.814,7.14,3.0,3.0,BUY - Ideal pullback entry,0.959,0.878,0.082,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,67.351,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,80.627,78.536,True,True,True,246.0,1627.3,0.151,389.2,333.333,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,5.0,0.0,95.0,28.5
FTA,,,,,,,,,,,,,,,,,,,,,,,,,86.909,86.196,84.289,79.275,True,True,True,0.827,3.108,9.63,3.0,3.0,BUY - Ideal pullback entry,0.694,0.773,-0.08,False,True,False,True,True,8.0,1.0,3.0,AVOID - Bearish momentum,61.382,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,86.909,86.299,True,True,False,22111.0,28500.55,0.776,26468.5,40533.333,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,66.7,0.0,0.0,71.667,21.5
FTAG,,,,,,,,,,,,,,,,,,,,,,,,,26.58,26.112,25.869,25.605,True,True,True,1.791,2.749,3.806,3.0,3.0,BUY - Ideal pullback entry,0.146,0.12,0.026,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,66.715,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,26.58,26.049,True,True,True,316.0,1060.8,0.298,802.286,100.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,5.0,0.0,95.0,28.5
FTAI,FTAI Aviation Ltd.,7.18,0.569,-5.827,-1.983,0.569,11.317,-486.446,1.138,38.725,2.262,0.293,48.135,0.04,0.0,72.912,inf,9.204085,19.621,0.159,-15486.259,,0.462,53.689,210.35,177.807,171.027,140.382,True,True,True,18.303,22.992,49.841,3.0,3.0,WAIT - Extended above MA,6.665,3.067,3.597,True,True,True,True,True,3.0,3.0,3.0,STRONG BUY - Fresh crossover (3 days ago),76.436,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",210.35,184.046,True,False,True,1909196.0,934819.8,2.042,1098642.286,930250.0,2.0,3.0,BUY - Good volume support,28.0,35.0,0.0,45.0,40.0,100.0,0.0,100.0,5.0,33.3,66.7,5.0,29.0,76.667,43.3
FTAIM,FTAI Aviation Ltd.,7.18,0.569,-5.827,-1.983,0.569,11.317,-486.446,1.138,38.725,2.262,0.293,inf,31977900.552,0.0,72.912,inf,0,19.621,0.0,-15486.259,,0.462,53.689,27.15,26.825,26.507,25.608,True,True,True,1.212,2.427,6.02,3.0,3.0,BUY - Ideal pullback entry,0.143,0.117,0.026,True,True,True,True,True,3.0,3.0,3.0,STRONG BUY - Fresh crossover (3 days ago),69.034,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,27.15,26.856,True,True,True,309.0,3905.45,0.079,6266.667,3061.8,3.0,3.0,STRONG BUY - Institutional accumulation,28.0,35.0,20.0,45.0,40.0,100.0,5.0,100.0,5.0,100.0,100.0,5.0,33.0,100.0,53.1
FTAIN,FTAI Aviation Ltd.,7.18,0.569,-5.827,-1.983,0.569,11.317,-486.446,1.138,38.725,2.262,0.293,inf,33914062.5,0.0,72.912,inf,0,19.621,0.0,-15486.259,,0.462,53.689,25.6,25.4,25.247,24.592,True,True,True,0.786,1.398,4.098,3.0,3.0,BUY - Ideal pullback entry,0.066,0.067,-0.001,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,62.466,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,25.6,25.407,True,True,True,8126.0,3976.3,2.044,7042.0,2600.0,3.0,3.0,STRONG BUY - Institutional accumulation,28.0,35.0,20.0,45.0,40.0,100.0,5.0,33.3,0.0,100.0,100.0,5.0,33.0,81.667,47.6
FTC,,,,,,,,,,,,,,,,,,,,,,,,,161.944,161.136,159.9,150.509,True,True,True,0.502,1.279,7.598,3.0,3.0,BUY - Ideal pullback entry,0.694,0.696,-0.002,False,True,False,True,True,8.0,1.0,3.0,AVOID - Bearish momentum,53.879,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,161.944,161.07,True,True,False,7420.0,8461.0,0.877,6180.0,11500.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,66.7,0.0,0.0,71.667,21.5
FTCI,"FTC Solar, Inc.",-107.956,30.83,-2334.062,-74.394,30.83,40.507,100.0,-165.611,-0.475,0.9,-39.495,inf,-26.601,0.0,-44.06,inf,2.2832155,0.17,0.058,74.773,1.04,-45.338,-91.768,12.23,10.382,9.489,6.117,True,True,True,17.803,28.883,99.923,3.0,3.0,WAIT - Extended above MA,0.686,0.571,0.115,True,True,True,True,True,9.0,3.0,3.0,BUY - Momentum building,65.167,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,12.23,10.299,True,True,False,107247.0,84032.35,1.276,72918.375,124700.0,2.0,3.0,HOLD - Above VWMA but watch volume,12.0,0.0,10.0,45.0,60.0,100.0,0.0,100.0,0.0,100.0,66.7,0.0,23.0,80.0,40.1
FTCS,,,,,,,,,,,,,,,,,,,,,,,,,92.51,92.744,92.034,90.67,True,True,True,-0.253,0.518,2.029,3.0,3.0,BUY - Ideal pullback entry,0.298,0.36,-0.062,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,49.024,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,92.51,92.612,False,True,True,633755.0,457512.75,1.385,298166.667,251440.0,2.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,66.7,66.7,5.0,0.0,70.0,21.0
FTDR,"Frontdoor, Inc.",24.28,23.858,161.622,8.876,23.858,50.144,100.0,8.5,23.948,1.321,21.579,16.344,5.713,26.408,4.801,0.619,2.0349314,8.898,0.296,98.298,0.793,12.259,1196.567,57.04,55.997,56.544,55.855,True,True,True,1.863,0.877,2.121,3.0,3.0,BUY - Ideal pullback entry,0.768,0.483,0.285,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,53.946,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,57.04,55.856,True,True,True,427388.0,601079.4,0.711,716633.333,489481.333,3.0,3.0,STRONG BUY - Institutional accumulation,68.0,65.0,65.0,80.0,86.7,100.0,5.0,100.0,0.0,100.0,100.0,5.0,72.0,95.0,78.9
FTDS,,,,,,,,,,,,,,,,,,,,,,,,,57.05,56.83,55.504,52.915,True,True,True,0.388,2.786,7.815,3.0,3.0,BUY - Ideal pullback entry,0.403,0.489,-0.086,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,57.727,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,57.05,56.879,True,False,False,445.0,1972.25,0.226,1829.0,4700.0,1.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,33.3,0.0,0.0,66.667,20.0
FTEK,"Fuel Tech, Inc.",-3.536,5.289,-41.411,-6.254,5.289,8.333,100.0,inf,-4.126,1.256,-3.856,inf,-3.657,0.0,1.184,inf,2.1501758,0.014,0.012,196.14,1.258,-2.438,-2.765,1.71,1.665,1.949,2.129,False,False,False,2.703,-12.272,-19.669,0.0,3.0,AVOID,-0.097,-0.121,0.023,True,False,True,True,False,,2.0,3.0,BUY - Momentum building,48.496,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,1.71,1.634,True,False,False,217215.0,174925.75,1.242,169743.0,237500.0,1.0,3.0,HOLD - Above VWMA but watch volume,12.0,0.0,10.0,85.0,100.0,0.0,5.0,66.7,0.0,66.7,33.3,0.0,37.0,36.667,36.9
FTEL,Fitell Corporation,-37.786,7.138,-662.655,-84.935,7.138,50.302,-1.0,-14.395,-95.496,1.19,-5.948,inf,-50.672,0.0,-13.93,inf,0.25909466,0.033,0.222,,1.035,-29.635,-40.928,0.554,0.624,1.172,5.887,False,False,False,-11.154,-52.728,-90.589,0.0,3.0,AVOID,-0.178,-0.237,0.058,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,36.295,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.554,0.669,False,False,True,1121714.0,2535185.7,0.442,8207203.5,1177860.0,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,20.0,30.0,53.3,0.0,0.0,66.7,0.0,33.3,33.3,5.0,21.0,30.0,23.7
FTFT,Future FinTech Group Inc.,-121.025,3.786,-2201.314,-579.743,3.786,6.376,100.0,-312.677,-0.0,0.597,-54.079,inf,-219.027,0.0,-55.834,inf,5.644429,0.025,0.072,61.345,1.005,-38.067,-52.124,0.747,1.0,1.289,1.686,False,False,False,-25.365,-42.094,-55.707,0.0,3.0,AVOID,-0.139,-0.133,-0.007,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,23.621,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.747,0.996,False,False,False,55606.0,44565.3,1.248,14300.0,29200.75,0.0,3.0,"AVOID - Below VWMA, weak support",8.0,0.0,0.0,55.0,46.7,0.0,0.0,0.0,0.0,33.3,0.0,0.0,20.0,6.667,16.0
FTGC,,,,,,,,,,,,,,,,,,,,,,,,,23.23,23.244,23.136,21.883,True,True,True,-0.058,0.405,6.154,3.0,3.0,BUY - Ideal pullback entry,0.063,0.059,0.005,True,True,True,False,True,6.0,3.0,3.0,HOLD - Bullish but watch for weakening,50.429,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,23.23,23.218,True,False,False,1082760.0,860673.0,1.258,868640.0,929100.0,1.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,33.3,0.0,0.0,80.0,24.0
FTGS,,,,,,,,,,,,,,,,,,,,,,,,,35.311,35.569,35.339,33.854,False,True,True,-0.726,-0.079,4.302,2.0,3.0,WAIT - Partial trend,0.091,0.116,-0.025,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,46.925,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,35.311,35.499,False,False,False,105607.0,92195.35,1.145,59100.0,83681.4,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,66.7,5.0,33.3,0.0,66.7,0.0,0.0,0.0,45.0,13.5
FTHI,,,,,,,,,,,,,,,,,,,,,,,,,23.75,23.615,23.434,22.104,True,True,True,0.571,1.347,7.446,3.0,3.0,BUY - Ideal pullback entry,0.099,0.097,0.002,True,True,True,False,True,8.0,3.0,3.0,HOLD - Bullish but watch for weakening,58.055,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,23.75,23.599,True,True,False,306219.0,458115.95,0.668,393243.8,513000.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,66.7,0.0,0.0,85.0,25.5
FTHM,Fathom Holdings Inc.,-38.814,53.418,-434.858,-6.691,53.418,77.43,100.0,-37.192,4.522,0.391,-27.224,inf,-72.25,0.0,0.498,inf,0.070833996,0.34,0.629,36.757,1.974,-24.934,-34.636,0.922,1.107,1.229,1.319,False,False,False,-16.746,-24.991,-30.077,0.0,3.0,AVOID,-0.072,-0.066,-0.006,False,False,False,False,True,5.0,0.0,3.0,AVOID - Bearish momentum,34.178,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.922,1.072,False,False,False,259282.0,110639.1,2.343,90150.0,172111.714,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,20.0,30.0,33.3,0.0,0.0,0.0,5.0,33.3,0.0,0.0,18.0,11.667,16.1
FTLF,"FitLife Brands, Inc.",24.343,194.947,2517.978,13.121,194.947,39.827,100.0,9.783,24.32,0.93,16.232,23.176,6.07,17.12,32.185,1.354,2.097523,0.498,0.091,106.857,0.965,18.191,26.095,15.76,16.957,17.977,15.962,False,False,True,-7.059,-12.333,-1.266,1.0,3.0,AVOID,-0.564,-0.469,-0.095,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,36.671,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",15.76,17.136,False,False,True,15978.0,11743.9,1.361,9900.0,8696.333,1.0,3.0,"AVOID - Below VWMA, weak support",84.0,85.0,55.0,85.0,73.3,33.3,0.0,0.0,0.0,33.3,33.3,5.0,77.0,26.667,61.9
FTNT,"Fortinet, Inc.",35.209,5.336,113.933,23.449,5.336,11.18,100.0,90.17,13.792,1.704,24.042,32.049,3.013,45.252,21.237,0.708,9.104429,-2.146,0.017,107.678,0.816,15.473,112.771,77.88,81.617,82.291,91.214,False,False,False,-4.579,-5.36,-14.618,0.0,3.0,AVOID,-0.775,-0.504,-0.271,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,37.547,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",77.88,81.434,False,False,True,7248230.0,5841411.5,1.241,7261225.0,4187946.0,1.0,3.0,"AVOID - Below VWMA, weak support",100.0,100.0,40.0,90.0,100.0,0.0,5.0,0.0,0.0,33.3,33.3,5.0,86.0,21.667,66.7
FTQI,,,,,,,,,,,,,,,,,,,,,,,,,20.82,20.798,20.571,18.982,True,True,True,0.104,1.208,9.684,3.0,3.0,BUY - Ideal pullback entry,0.109,0.117,-0.008,False,True,False,False,True,8.0,1.0,3.0,AVOID - Bearish momentum,54.524,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,20.82,20.764,True,True,True,141281.0,154174.05,0.916,121575.0,110025.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,100.0,5.0,0.0,81.667,24.5
FTRE,Fortrea Holdings Inc.,0.19,16.855,-92.448,-2.169,16.855,55.893,100.0,-0.903,1.273,-9.837,-7.582,inf,-21.149,0.0,-4.103,inf,0.5627899,0.699,0.772,-72.237,0.732,-0.586,-3.427,16.81,16.315,13.213,8.541,True,True,True,3.034,27.223,96.826,3.0,3.0,BUY - Ideal pullback entry,1.258,1.399,-0.14,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,63.88,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,16.81,16.136,True,True,True,1143213.0,1359905.65,0.841,1571666.667,895518.833,3.0,3.0,STRONG BUY - Institutional accumulation,12.0,0.0,20.0,30.0,13.3,100.0,5.0,33.3,0.0,100.0,100.0,5.0,15.0,81.667,35.0
FTRI,,,,,,,,,,,,,,,,,,,,,,,,,15.924,15.522,15.143,14.241,True,True,True,2.587,5.156,11.816,3.0,3.0,BUY - Ideal pullback entry,0.21,0.194,0.016,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,63.449,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,15.924,15.513,True,True,False,27702.0,28920.1,0.958,25117.0,34600.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,66.7,0.0,0.0,85.0,25.5
FTRK,N/A,13.201,32.495,219.23,6.751,32.495,0.142,100.0,-16.173,-0.0,-1.17,-338.197,inf,-2.5,,359.502,,17.859234,-0.035,0.001,-94.21,1.084,10.586,13.967,0.83,0.758,0.566,,True,False,False,9.438,46.531,,1.0,3.0,AVOID,0.074,0.081,-0.007,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,59.547,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,0.83,0.757,True,True,True,218432.0,294346.6,0.742,167172.0,40033.333,3.0,3.0,STRONG BUY - Institutional accumulation,20.0,40.0,0.0,55.0,26.7,33.3,0.0,33.3,0.0,100.0,100.0,5.0,28.0,56.667,36.6
FTSL,,,,,,,,,,,,,,,,,,,,,,,,,45.91,45.825,45.591,44.676,True,True,True,0.186,0.699,2.762,3.0,3.0,BUY - Ideal pullback entry,0.088,0.097,-0.009,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,72.379,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",45.91,45.827,True,True,False,169423.0,263406.15,0.643,201037.167,362450.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,33.3,66.7,0.0,0.0,58.333,17.5
FTSM,,,,,,,,,,,,,,,,,,,,,,,,,59.95,59.827,59.681,58.899,True,True,True,0.206,0.451,1.784,3.0,3.0,BUY - Ideal pullback entry,0.074,0.071,0.004,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,94.609,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",59.95,59.835,True,True,True,2323638.0,1013691.9,2.292,972862.571,0.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,33.3,100.0,5.0,0.0,81.667,24.5
