,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),error
14,TTE,TotalEnergies SE,14.768,19.036,1.52,1.615,8.539,44.258,55.742,10.525,-2.837,8.539,1.615,10.525,55.742,0.439,10.197,40.196,73700000000.0,30854000000.0,149310000000.0,2.026,5.555,10.614,11.127,4.243,1.944,2.501,215.561,65.7,141623431343.1,0.362,0.772,133327000000.0,11895000000.0,14909000000.0,18959000000.0,120.313,15945000000.0,101.187,5.449,14162.343,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False,0.614,141623427072.0,15758000000.0,195610000000.0,285487000000.0,165232000000.0,116753000000.0,51244000000.0,71000000.0,96571000000.0,87960000000.0,8611000000.0,30854000000.0,14909000000.0,7717000000.0,13107000000.0,2364000000.0,10775000000.0,2155607783.0,128945000000.0,4382000000.0,51173000000.0,6.288,16.218,13.433,5.537,0.0,0.072,0.072,915.0,65.7,80.0,59.0,70.391,71.3,37165333333.333,19222666666.667,2025-11-30,65.7,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,6.0,0.0,14.0,15.0,13.0,48.0,24.0,0.0,70.0,75.0,86.7,48.0,30.0,5.0,20.0,0.0,20.0,10.0,0.0,85.0,100.0,100.0,100.0,66.7,85.0,59.1,65.7,63.689,61.775,59.788,True,True,True,3.158,6.354,9.889,3.0,3.0,BUY - Ideal pullback entry,1.044,0.96,0.084,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,66.251,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,65.7,63.754,True,True,False,349900.0,1097675.0,0.319,1050775.0,1193500.0,2.0,3.0,HOLD - Above VWMA but watch volume,65.7,65.73,63.36,0.046,3.562,False,True,"[np.float64(62.1920037550732), np.float64(63.279998779296875), np.float64(65.7300033569336)]","[np.float64(59.08289364940729), np.float64(60.58000183105469), np.float64(63.36000061035156)]",1.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,20.379,16.483,3.895,True,GOOD - Outperforming market,,,,,,,,,
15,ANF,Abercrombie & Fitch Co.,35.931,22.313,3.814,3.41,6.394,-1.0,101.0,11.278,10.745,6.394,3.41,11.278,-1.0,0.919,61.341,25.324,1160172000.0,710376000.0,1639237000.0,1.413,19.038,9.42,12.617,36.191,10.051,0.26,4.586,97.87,4487926720.0,0.212,0.866,1420060000.0,313185000.0,182903000.0,397191000.0,70.147,527473000.0,93.156,,448.793,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,0.559,4487926784.0,566223000.0,4948587000.0,3299887000.0,1948564000.0,1035160000.0,951613000.0,104154000.0,1673431000.0,1126944000.0,546487000.0,710376000.0,182903000.0,,153773000.0,12077000.0,194661000.0,45856000.0,1378894000.0,41166000.0,847459000.0,5.819,19.152,37.933,11.539,0.023,1.008,1.032,556.0,97.87,130.0,90.0,107.333,105.0,464219000.0,299054000.0,2025-11-30,97.87,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,10.0,16.0,20.0,17.0,13.0,76.0,40.0,80.0,100.0,85.0,86.7,76.0,20.0,0.0,20.0,0.0,6.667,10.0,5.0,61.667,66.7,100.0,33.3,66.7,61.7,71.7,97.87,73.632,75.999,83.167,True,True,False,32.918,28.779,17.679,2.0,3.0,WAIT - Partial trend,3.289,-0.128,3.418,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,76.151,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",97.87,79.108,True,False,True,1961600.0,2299925.0,0.853,4482740.0,2155225.0,2.0,3.0,BUY - Good volume support,97.87,98.35,89.6,0.49,8.45,False,True,"[np.float64(104.98999786376953), np.float64(159.8300018310547), np.float64(164.8000030517578)]","[np.float64(89.5999984741211), np.float64(133.80999755859375), np.float64(146.94000244140625)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-34.618,16.483,-51.102,False,AVOID - Significant underperformance,,,,,,,,,
16,NVDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
17,EQT,EQT Corporation,1.924,8.521,0.191,0.367,17.743,55.431,44.569,8.48,-5.577,17.743,0.367,8.48,44.569,0.634,0.609,8.357,2594027000.0,2826973000.0,11133831000.0,4.292,0.912,19.824,0.607,0.0,-8.602,inf,62.407,60.86,37980717620.0,0.247,4.927,31747818000.0,10959998000.0,2253709000.0,-8133025000.0,-3527.249,573264000.0,248.622,0.86,3798.072,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,-2.877,37980717056.0,230577000.0,5222192000.0,39830255000.0,15552119000.0,14773200000.0,9366055000.0,139019000.0,1714679000.0,2461549000.0,-746870000.0,2826973000.0,2253709000.0,326581000.0,2162350000.0,454825000.0,22079000.0,624067000.0,31747818000.0,0.0,9227036000.0,7.618,15.07,13.376,7.237,0.007,0.944,0.951,1372.0,60.86,84.0,46.0,64.0,65.0,1875498000.0,1245591333.333,2025-11-30,60.86,10.0,15.0,66.667,🟡 WAIT,Need more confirmation,7.0,3.0,4.0,9.0,11.0,34.0,28.0,15.0,20.0,45.0,73.3,34.0,30.0,5.0,6.667,0.0,20.0,15.0,5.0,81.667,100.0,33.3,100.0,100.0,81.7,48.3,60.86,57.994,55.494,53.306,True,True,True,4.942,9.669,14.172,3.0,3.0,BUY - Ideal pullback entry,1.058,1.096,-0.039,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,63.99,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,60.86,58.094,True,True,True,4653300.0,7737235.0,0.601,8116260.0,7801350.0,3.0,3.0,STRONG BUY - Institutional accumulation,60.86,61.26,54.153,0.657,11.02,False,True,"[np.float64(56.84674494862824), np.float64(59.948017321544135), np.float64(60.653758654093515)]","[np.float64(51.50737904136333), np.float64(53.079495292970606), np.float64(54.15301020046478)]",0.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,35.544,16.483,19.06,True,STRONG - Significant outperformance,,,,,,,,,
18,SMMT,Summit Therapeutics Inc.,-53.983,-131.248,0.0,0.055,-1.0,0.0,100.0,11.456,-11.511,-1.0,0.055,11.456,100.0,0.093,-24.288,,-1003627000.0,-142106000.0,-333035000.0,0.332,-109.05,inf,-1.662,0.0,0.0,inf,74.444,17.89,13318077004.82,0.001,0.0,7398000.0,1424000.0,139000.0,-143530000.0,64.853,-142245000.0,64.273,0.0,1331.808,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.01,13318077440.0,-221315000.0,0.0,435560000.0,46812000.0,77692000.0,7218000.0,10519000.0,423750000.0,41729000.0,382021000.0,-142106000.0,139000.0,0.0,89000.0,8686000.0,,744442538.0,7398000.0,0.0,-3301000.0,-81.049,-338.451,-601.85,-141.833,0.861,0.144,1.035,320.0,17.89,42.195,11.836,32.074,35.162,-295161666.667,-305008333.333,2025-11-30,17.89,6.0,15.0,40.0,🔴 AVOID,Poor setup,0.0,0.0,0.0,11.0,7.0,18.0,0.0,0.0,0.0,55.0,46.7,18.0,0.0,5.0,13.333,5.0,13.333,5.0,0.0,41.667,0.0,66.7,66.7,33.3,41.7,25.1,17.89,17.802,19.47,22.077,False,False,False,0.492,-8.117,-18.965,0.0,3.0,AVOID,-0.619,-0.761,0.142,True,False,True,True,True,3.0,2.0,3.0,STRONG BUY - Fresh crossover (3 days ago),46.898,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,17.89,17.762,True,False,False,1388900.0,2441025.0,0.569,2039333.333,2480533.333,1.0,3.0,HOLD - Above VWMA but watch volume,17.89,28.62,15.62,59.978,12.689,False,False,"[np.float64(30.049999237060547), np.float64(30.979999542236328), np.float64(36.90999984741211)]","[np.float64(22.219999313354492), np.float64(24.15999984741211), np.float64(25.410999298095703)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-3.088,16.483,-19.571,False,AVOID - Significant underperformance,263694000.0,69519800.0,-131344800.0,341386000.0,0.021,338085000.0,,-64.828,
19,CELH,"Celsius Holdings, Inc.",11.113,5.794,25.952,59.184,-0.248,8.303,91.697,18.352,-31.818,-0.248,59.184,18.352,91.697,0.019,,25.622,188530000.0,262898000.0,415712000.0,2.205,9.442,341.167,1.375,184.387,62.784,1.85,25.779,40.94,10553730059.18,0.002,4.965,77438000.0,57679000.0,23390000.0,205219000.0,141.458,239508000.0,165.094,0.261,1055.373,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,0.781,10553730048.0,145074000.0,1355630000.0,1766881000.0,542464000.0,1088528000.0,20250000.0,18759000.0,1324580000.0,365535000.0,959045000.0,262898000.0,23390000.0,27500000.0,7274000.0,,49976000.0,257785297.0,77438000.0,0.0,1491000.0,-3.97,-5.703,23.225,16.444,0.362,0.648,1.016,804.0,40.94,80.0,38.0,64.524,68.0,88097666.667,61531000.0,2025-11-30,40.94,5.0,15.0,33.333,🔴 AVOID,Poor setup,3.0,17.0,2.0,14.0,13.0,49.0,12.0,85.0,10.0,70.0,86.7,49.0,10.0,0.0,13.333,5.0,6.667,0.0,0.0,35.0,33.3,66.7,33.3,0.0,35.0,44.8,40.94,45.289,53.882,44.602,False,False,True,-9.603,-24.019,-8.211,1.0,3.0,AVOID,-4.716,-4.754,0.038,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),33.696,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",40.94,44.088,False,False,False,2569500.0,9480860.0,0.271,5562240.0,8765375.0,0.0,3.0,"AVOID - Below VWMA, weak support",40.94,47.69,37.45,16.488,8.525,False,False,"[np.float64(48.470001220703125), np.float64(63.5), np.float64(66.73999786376953)]","[np.float64(50.79999923706055), np.float64(54.54999923706055), np.float64(58.40999984741211)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,43.902,16.483,27.418,True,STRONG - Significant outperformance,,,,,,,,,
20,NVT,nVent Electric plc,9.02,8.68,6.103,6.214,16.569,29.359,70.641,28.569,44.16,16.569,6.214,28.569,70.641,0.722,4.973,43.896,1571600000.0,643100000.0,1939100000.0,1.234,5.385,59.594,1.917,7.057,6.882,8.445,16.136,107.27,17309038928.5,0.131,4.837,502300000.0,196400000.0,74000000.0,446700000.0,134.629,569100000.0,171.519,0.733,1730.904,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,0.695,17309038592.0,331800000.0,3006100000.0,6734900000.0,3497300000.0,3142100000.0,2268100000.0,14800000.0,1389300000.0,801600000.0,587700000.0,643100000.0,74000000.0,126800000.0,146000000.0,106000000.0,188400000.0,161359550.0,455100000.0,47200000.0,2253300000.0,5.43,10.458,17.778,8.795,0.012,0.985,0.997,898.0,107.27,140.0,68.04,121.542,130.0,452466666.667,432900000.0,2025-11-30,107.27,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,7.0,6.0,0.0,13.0,13.0,39.0,28.0,30.0,0.0,65.0,86.7,39.0,30.0,5.0,6.667,0.0,20.0,0.0,0.0,61.667,100.0,33.3,100.0,0.0,61.7,45.8,107.27,107.736,102.722,77.718,True,True,True,-0.433,4.427,38.024,3.0,3.0,BUY - Ideal pullback entry,0.489,0.969,-0.48,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,54.367,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,107.27,107.3,False,False,False,790900.0,2423725.0,0.326,2003100.0,3617000.0,0.0,3.0,"AVOID - Below VWMA, weak support",107.27,117.52,95.15,9.555,11.299,False,False,"[np.float64(100.8589615076548), np.float64(102.10647968411534), np.float64(117.5199966430664)]","[np.float64(86.9866174034396), np.float64(94.13736093527733), np.float64(95.1500015258789)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,38.504,16.483,22.021,True,STRONG - Significant outperformance,157060000.0,43100000.0,558200000.0,3299160000.0,0.687,5552460000.0,5.64,10.057,
21,XLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
22,DUSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
23,IBKR,"Interactive Brokers Group, Inc.",23.797,21.257,,-1.0,8.291,9.904,90.096,-1.0,-6.47,8.291,-1.0,-1.0,90.096,0.004,1.871,7.794,2043000000.0,8724000000.0,23132000000.0,11.323,0.589,31.411,2.607,28.818,46.879,1.09,44.536,65.02,28957548879.34,0.0,18.434,,,49000000.0,,,8675000000.0,1149.007,0.318,11052.993,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,,110529929216.0,755000000.0,9316000000.0,150142000000.0,133545000000.0,3584000000.0,14000000.0,0.0,135230000000.0,117004000000.0,18226000000.0,8724000000.0,49000000.0,92000000.0,96000000.0,4191000000.0,288000000.0,445363717.0,,0.0,0.0,0.416,16.576,18.657,0.493,0.028,0.881,0.906,1222.0,65.02,91.0,52.0,77.111,80.0,5802333333.333,578333333.333,2025-11-30,65.02,6.0,15.0,40.0,🔴 AVOID,Poor setup,8.0,17.0,6.0,12.0,11.0,54.0,32.0,85.0,30.0,60.0,73.3,54.0,20.0,5.0,0.0,0.0,13.333,0.0,0.0,38.333,66.7,0.0,66.7,0.0,38.3,49.3,65.02,67.129,67.747,56.729,False,True,True,-3.142,-4.025,14.615,2.0,3.0,WAIT - Partial trend,-1.444,-1.083,-0.361,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,46.624,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,65.02,66.888,False,False,False,2725000.0,4320050.0,0.631,3360840.0,5486150.0,0.0,3.0,"AVOID - Below VWMA, weak support",65.02,66.735,64.15,2.637,1.338,True,False,"[np.float64(66.73485404083411), np.float64(67.9832573543054), np.float64(72.9800033569336)]","[np.float64(61.2599983215332), np.float64(62.14071400081208), np.float64(64.1500015258789)]",2.0,3.0,BUY - At support but near resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,36.654,16.483,20.17,True,STRONG - Significant outperformance,,,,,,,,,
24,FNMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-30,10.22,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,13.333,5.0,13.333,5.0,0.0,61.667,66.7,66.7,66.7,33.3,61.7,18.5,10.22,10.166,11.183,9.197,False,True,True,0.531,-8.61,11.118,2.0,3.0,WAIT - Partial trend,-0.398,-0.454,0.055,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),48.907,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,10.22,9.792,True,False,False,3006400.0,7709110.0,0.39,6594333.333,8637966.667,1.0,3.0,HOLD - Above VWMA but watch volume,10.22,10.25,9.75,0.294,4.599,False,True,"[np.float64(11.90999984741211), np.float64(12.869999885559082), np.float64(15.989999771118164)]","[np.float64(9.75), np.float64(10.5), np.float64(11.819999694824219)]",1.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,226.518,16.483,210.034,True,STRONG - Significant outperformance,,,,,,,,,
25,TOL,"Toll Brothers, Inc.",18.792,17.184,21.955,23.779,13.578,6.498,93.502,17.942,283.939,13.578,23.779,17.942,93.502,0.436,,24.666,5063393000.0,1010167000.0,4566540000.0,0.902,12.542,10.312,11.658,31.153,7.258,0.331,9.638,139.83,13477234890.0,0.22,1.262,561318000.0,215742000.0,73643000.0,794425000.0,50.562,936524000.0,59.606,0.693,1372.865,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,0.786,13728649216.0,1571195000.0,10846740000.0,13367932000.0,5681217000.0,6797156000.0,2961507000.0,0.0,11570119000.0,2511316000.0,9058803000.0,1010167000.0,73643000.0,93401000.0,81201000.0,,514445000.0,96383000.0,561318000.0,0.0,0.0,10.304,20.416,21.719,12.135,0.007,0.917,0.924,922.0,139.83,183.0,92.0,150.733,155.0,1757856000.0,1409922000.0,2025-11-30,139.83,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,15.0,13.0,20.0,14.0,7.0,69.0,60.0,65.0,100.0,70.0,46.7,69.0,30.0,0.0,20.0,5.0,20.0,10.0,5.0,90.0,100.0,100.0,100.0,66.7,90.0,75.3,139.83,132.803,134.595,119.401,True,True,True,5.291,3.889,17.109,3.0,3.0,WAIT - Extended above MA,0.322,-0.89,1.211,True,True,True,True,True,3.0,3.0,3.0,STRONG BUY - Fresh crossover (3 days ago),62.18,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,139.83,132.281,True,False,True,376100.0,923460.0,0.407,1287766.667,973100.0,2.0,3.0,BUY - Good volume support,139.83,140.21,135.307,0.272,3.235,False,True,"[np.float64(140.2096889511679), np.float64(143.58062618696792), np.float64(149.49909978040344)]","[np.float64(126.47000122070312), np.float64(133.56012652769525), np.float64(135.30673069246748)]",1.0,3.0,"WAIT - Near resistance, likely pullback",683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-14.619,16.483,-31.103,False,AVOID - Significant underperformance,,,,,,,,,
26,VFC,V.F. Corporation,4.78,4.03,4.361,4.335,-3.566,162.51,-62.51,12.629,-2.967,-3.566,4.335,12.629,-62.51,3.236,2.257,52.243,346927000.0,465236000.0,1688310000.0,4.866,-1.634,72.917,-2.775,0.0,-7.066,inf,39.072,17.5,6837683265.0,0.785,0.717,1983198000.0,198748000.0,126023000.0,266488000.0,-140.467,339213000.0,-178.8,2.05,683.768,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,0.573,6837683200.0,-189716000.0,9504691000.0,9377536000.0,7890177000.0,1658365000.0,5366068000.0,408028000.0,3786098000.0,2697853000.0,1088245000.0,465236000.0,126023000.0,140165000.0,259616000.0,174136000.0,75837000.0,390724758.0,1983198000.0,0.0,4958040000.0,0.472,-2.876,-12.062,-1.808,0.009,0.915,0.923,674.0,17.5,39.5,10.0,16.05,15.0,370203666.667,-346671333.333,2025-11-30,17.5,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,2.0,3.0,4.0,5.0,8.0,22.0,8.0,15.0,20.0,25.0,53.3,22.0,30.0,0.0,20.0,5.0,20.0,10.0,5.0,90.0,100.0,100.0,100.0,66.7,90.0,42.4,17.5,15.175,14.887,14.44,True,True,True,15.325,17.552,21.192,3.0,3.0,WAIT - Extended above MA,0.603,0.296,0.307,True,True,True,True,True,5.0,3.0,3.0,STRONG BUY - Fresh crossover (5 days ago),69.782,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,17.5,15.179,True,False,True,2130300.0,5891060.0,0.362,6200328.571,5675600.0,2.0,3.0,BUY - Good volume support,17.5,21.584,15.44,23.339,11.77,False,False,"[np.float64(23.08076452246813), np.float64(26.225015436241907), np.float64(28.51442430698945)]","[np.float64(20.191982742387818), np.float64(20.476932134624008), np.float64(23.00215715142049)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-11.588,16.483,-28.072,False,AVOID - Significant underperformance,,,,,,,,,
27,OILU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
28,BMNR,"Bitmine Immersion Technologies, Inc.",5.021,-34.487,2.305,1.033,1745.863,0.0,100.0,19.101,1784.154,1745.863,1.033,19.101,100.0,,-1480.135,20.935,340813883.0,-4149000.0,-6617958.0,-0.019,4786.831,2.473,2.74,0.0,142.45,inf,38.407,33.12,12720326297.76,,2087.01,516000.0,-3495000.0,1065000.0,-654000.0,-0.188,-5214000.0,-1.496,0.0,1272.033,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,0.158,12720325632.0,348577000.0,6095000.0,8795053000.0,102256000.0,4086000.0,,,513007000.0,9961000.0,503046000.0,-4149000.0,1065000.0,0.0,761000.0,245000.0,92295000.0,384067823.0,516000.0,0.0,,-22.558,-29.706,8.016,7.92,0.02,0.225,0.23,402.0,33.12,60.0,47.0,53.5,53.5,145241858.0,114273038.667,2025-11-30,33.12,6.0,15.0,40.0,🔴 AVOID,Poor setup,4.0,10.0,6.0,8.0,0.0,28.0,16.0,50.0,30.0,40.0,0.0,28.0,0.0,0.0,13.333,5.0,13.333,5.0,5.0,41.667,0.0,66.7,66.7,33.3,41.7,32.1,33.12,35.478,46.309,,False,False,False,-6.648,-28.48,,0.0,3.0,AVOID,-4.825,-5.006,0.182,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),43.038,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,33.12,34.201,False,False,True,51366500.0,45647830.0,1.125,57381150.0,55210300.0,1.0,3.0,"AVOID - Below VWMA, weak support",33.12,64.25,30.3,93.992,8.514,False,False,"[np.float64(65.5999984741211), np.float64(71.73999786376953), np.float64(161.0)]","[np.float64(39.70000076293945), np.float64(46.560001373291016), np.float64(47.209999084472656)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,327.355,16.483,310.871,True,STRONG - Significant outperformance,,,,,,,,,
