ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
LXU,2026-04-06,15.0,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-269.2,22.3,4.0,,,False,False,True,OK,Chemicals,Basic Materials,,,,3.4,3.8,-3.0,-17.4,0.0122,0.0162,False,False,False,8.64,8.05,False,-6.9,-53.3,65.0,True,17.22,4.88,Cup with Handle,9.0,-27.3,10.51,2026-02-09,7.64,2026-03-16,True,"[8.0, 15.0, 3.2]",False,489518.0,1306533.0,0.37,False,-61.7,True,0.0,,4.07,6.3,54.8,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 74.0}, {'date': '2026-03-25', 'close_position_pct': 100.0}, {'date': '2026-04-06', 'close_position_pct': 95.2}]",[],UPSIDE_REVERSAL,14.78,10.51,True,15.02,14.78,1.6,UPSIDE_REVERSAL,2026-04-06,WATCHING,2040.8,30663.0,10.56,10.19,3.5,≥1.5x 50-day average,TRIGGERED_STRONG_VOL,2026-02-26,3.18,1351.4,14271.0,15.16,14.54,12.18,14.78,-1.1,3.2,23.2,1.5,2_CLOSES_BELOW,ABOVE,ABOVE,REDUCE_25_TO_33_PCT,REDUCE_25_TO_33_PCT,2 consecutive closes below EMA10,13.9,9.77,False,-0.4,0.1,91.5,
MDA,2026-04-06,29.09,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,44.0,2.2,,1.4,False,False,True,OK,Aerospace & Defense,Industrials,,,,3.4,3.8,-3.0,-17.4,0.0122,0.0162,False,False,False,8.64,8.05,False,-6.9,,,False,,,Cup with Handle,9.0,-27.3,10.51,2026-02-09,7.64,2026-03-16,True,"[8.0, 15.0, 3.2]",False,489518.0,1306533.0,0.37,False,-61.7,True,0.0,,6.85,,,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 96.3}]",[],UPSIDE_REVERSAL,26.57,10.51,True,32.71,26.57,18.8,UPSIDE_REVERSAL,2026-03-23,WATCHING,81.4,2663.0,10.56,10.19,3.5,≥1.5x 50-day average,TRIGGERED,2026-03-12,,1351.4,14271.0,27.58,28.66,,26.57,5.5,1.5,,9.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,30.26,9.77,False,-0.4,0.1,91.5,
MET,2026-04-06,71.04,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-34.1,25.0,4.4,,-34.2,False,False,True,OK,Insurance - Life,Financial Services,,,,3.4,3.8,-3.0,-17.4,0.0122,0.0162,False,False,False,8.64,8.05,False,-6.9,-90.3,-87.3,False,83.25,63.33,Cup with Handle,9.0,-27.3,10.51,2026-02-09,7.64,2026-03-16,True,"[8.0, 15.0, 3.2]",False,489518.0,1306533.0,0.37,False,-61.7,True,0.0,2026-04-06,2.4,2.83,17.9,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.43}]","[{'date': '2026-03-31', 'close_position_pct': 92.8}]",[],INSIDE_BAR,70.93,10.51,True,71.21,70.93,0.4,INSIDE_BAR,2026-04-06,WATCHING,1785.7,127160.0,10.56,10.19,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1351.4,14271.0,70.13,70.57,73.55,70.93,1.3,0.7,-3.4,0.2,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,65.87,9.77,False,-0.4,0.1,91.5,
MNR,2026-04-06,14.15,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,65.0,13.7,,22.7,True,False,True,OK,Oil & Gas E&P,Energy,,,,0.6,40.3,27.2,-3.9,0.0215,0.0239,False,False,True,11.98,14.15,True,18.2,-4.3,40.8,True,14.79,10.05,Unclear,3.0,-3.5,14.57,2026-03-23,14.06,2026-03-30,True,"[None, None, None]",False,230430.0,1264400.0,0.18,False,,False,0.0,,3.06,3.15,2.9,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.68}]","[{'date': '2026-03-23', 'close_position_pct': 74.8}]",[],INSIDE_BAR,14.1,14.57,False,14.25,14.1,1.1,INSIDE_BAR,2026-04-06,WATCHING,3333.3,47500.0,14.64,14.13,3.5,≥1.5x 50-day average,WATCHING,,,980.4,14353.0,14.02,13.76,12.87,14.1,0.9,2.8,9.9,0.4,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,13.18,13.54,False,,,,
MNSO,2026-04-06,16.22,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,28.2,5.6,45.0,,True,False,True,OK,Specialty Retail,Consumer Cyclical,Low-margin business: gross margin used instead of net margin,,,0.6,40.3,27.2,-3.9,0.0215,0.0239,False,False,True,11.98,14.15,True,18.2,-47.1,1.5,False,26.74,13.94,Unclear,3.0,-3.5,14.57,2026-03-23,14.06,2026-03-30,True,"[None, None, None]",False,230430.0,1264400.0,0.18,False,,False,1.0,2026-04-06,1.94,2.3,18.6,False,True,"[{'date': '2026-03-23', 'vol_ratio': 0.52}, {'date': '2026-03-27', 'vol_ratio': 0.46}]",[],[],INSIDE_BAR,16.07,14.57,True,16.19,16.07,0.7,INSIDE_BAR,2026-03-27,TRIGGERED,4166.6,67457.0,14.64,14.13,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,980.4,14353.0,16.23,16.63,17.83,16.07,-0.1,-2.5,-9.0,0.9,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,14.98,13.54,False,3.4,0.15,66.1,
MNTN,2026-04-06,9.3,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-791.4,24.8,-2.2,,,False,False,True,OK,Software - Application,Technology,,,,0.6,40.3,27.2,-3.9,0.0215,0.0239,False,False,True,11.98,14.15,True,18.2,-56.4,83.5,True,32.49,7.71,Unclear,3.0,-3.5,14.57,2026-03-23,14.06,2026-03-30,True,"[None, None, None]",False,230430.0,1264400.0,0.18,False,,False,0.0,,6.06,5.63,-7.1,False,False,"[{'date': '2026-04-01', 'vol_ratio': 0.35}]","[{'date': '2026-03-27', 'close_position_pct': 70.6}, {'date': '2026-04-02', 'close_position_pct': 71.4}]",[],INSIDE_BAR,8.9,14.57,False,9.01,8.9,1.2,INSIDE_BAR,2026-04-01,TRIGGERED,4545.4,40954.0,14.64,14.13,3.5,≥1.5x 50-day average,WATCHING,,,980.4,14353.0,8.98,9.2,9.5,8.9,3.6,1.1,-2.1,4.5,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,8.33,13.54,False,,,,
MOD,2026-04-06,214.88,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-218.4,30.5,3.4,,,False,False,True,OK,Auto Parts,Consumer Cyclical,,,,0.6,40.3,27.2,-3.9,0.0215,0.0239,False,False,True,11.98,14.15,True,18.2,-94.2,-78.5,False,243.8,65.8,Unclear,3.0,-3.5,14.57,2026-03-23,14.06,2026-03-30,True,"[None, None, None]",False,230430.0,1264400.0,0.18,False,,False,0.0,,5.66,6.25,10.4,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 88.2}]",[],UPSIDE_REVERSAL,213.01,14.57,True,218.54,213.01,2.5,UPSIDE_REVERSAL,2026-03-31,WATCHING,90.4,19756.0,14.64,14.13,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,980.4,14353.0,214.81,211.51,205.76,213.01,0.0,1.6,4.4,0.9,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,202.15,13.54,False,3.4,0.15,66.1,
MOG-A,2026-04-06,298.93,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,50.0,21.2,6.3,,38.2,False,True,True,OK,Aerospace & Defense,Industrials,,,,0.6,40.3,27.2,-3.9,0.0215,0.0239,False,False,True,11.98,14.15,True,18.2,-96.0,-90.1,False,354.2,142.91,Unclear,3.0,-3.5,14.57,2026-03-23,14.06,2026-03-30,True,"[None, None, None]",False,230430.0,1264400.0,0.18,False,,False,0.0,,3.11,3.4,9.3,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 92.2}]",[],UPSIDE_REVERSAL,290.49,14.57,True,303.33,290.49,4.2,UPSIDE_REVERSAL,2026-03-24,WATCHING,38.9,11800.0,14.64,14.13,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,980.4,14353.0,296.38,302.13,314.16,290.49,0.9,-1.1,-4.8,2.9,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,280.58,13.54,False,3.4,0.15,66.1,
MP,2026-04-06,51.17,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-135.7,-13.6,-31.2,,,False,False,False,OK,Other Industrial Metals & Mining,Basic Materials,,,,-0.7,-22.3,-36.5,53.4,0.0777,0.1223,False,False,False,61.12,51.17,False,-16.3,-49.0,174.5,True,100.25,18.64,Unclear,26.0,-38.4,80.79,2025-10-13,49.73,2026-03-30,True,"[31.6, 23.3, 15.5]",True,35398430.0,42186929.0,0.84,False,-41.5,True,0.0,,7.39,6.21,-16.0,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.62}]","[{'date': '2026-03-23', 'close_position_pct': 73.7}, {'date': '2026-03-24', 'close_position_pct': 89.2}, {'date': '2026-04-02', 'close_position_pct': 86.8}]",[],INSIDE_BAR,51.02,80.79,False,53.5,51.02,4.6,INSIDE_BAR,2026-03-27,WATCHING,201.6,10786.0,81.19,78.37,3.5,≥1.5x 50-day average,WATCHING,,,177.3,14395.0,50.95,53.38,58.06,51.02,0.4,-4.1,-11.9,0.3,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,49.49,75.1,False,,,,
MS,2026-04-06,166.55,3,11.0,AVOID,658.9,646.8,True,UPTREND,,20.7,11.4,,,,False,False,False,OK,,,,,,-0.7,-22.3,-36.5,53.4,0.0777,0.1223,False,False,False,61.12,51.17,False,-16.3,-73.3,-44.3,False,191.62,91.86,Unclear,26.0,-38.4,80.79,2025-10-13,49.73,2026-03-30,True,"[31.6, 23.3, 15.5]",True,35398430.0,42186929.0,0.84,False,-41.5,True,0.0,2026-04-06,2.87,3.08,7.3,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 87.2}]",[],UPSIDE_REVERSAL,166.52,80.79,True,,,,,,NOT_AVAILABLE,,,81.19,78.37,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,177.3,14395.0,163.76,163.75,169.27,166.52,1.7,1.7,-1.6,0.0,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,75.1,False,-10.6,0.14,78.1,
MSIF,2026-04-06,12.51,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,25.8,96.6,63.8,,25.8,True,True,True,OK,Asset Management,Financial Services,,,,-0.7,-22.3,-36.5,53.4,0.0777,0.1223,False,False,False,61.12,51.17,False,-16.3,214.7,360.0,True,16.26,11.12,Unclear,26.0,-38.4,80.79,2025-10-13,49.73,2026-03-30,True,"[31.6, 23.3, 15.5]",True,35398430.0,42186929.0,0.84,False,-41.5,True,0.0,,3.15,3.15,0.0,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 100.0}]",[],UPSIDE_REVERSAL,12.51,80.79,False,,,,,,NOT_AVAILABLE,,,81.19,78.37,3.5,≥1.5x 50-day average,WATCHING,,,177.3,14395.0,12.34,12.38,12.46,12.51,1.4,1.1,0.4,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,75.1,False,,,,
MUX,2026-04-06,21.8,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,92.8,17.4,,,True,False,True,OK,Other Precious Metals & Mining,Basic Materials,,,,-0.7,-22.3,-36.5,53.4,0.0777,0.1223,False,False,False,61.12,51.17,False,-16.3,72.3,702.0,True,29.7,6.38,Unclear,26.0,-38.4,80.79,2025-10-13,49.73,2026-03-30,True,"[31.6, 23.3, 15.5]",True,35398430.0,42186929.0,0.84,False,-41.5,True,0.0,,6.57,6.03,-8.2,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.73}]","[{'date': '2026-03-24', 'close_position_pct': 80.3}, {'date': '2026-04-06', 'close_position_pct': 86.4}]",[],INSIDE_BAR,21.72,80.79,False,,,,,,NOT_AVAILABLE,,,81.19,78.37,3.5,≥1.5x 50-day average,WATCHING,,,177.3,14395.0,20.71,21.47,24.16,21.72,5.3,1.5,-9.8,0.4,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,75.1,False,,,,
NET,2026-04-06,211.78,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-25.0,33.6,-4.7,,,False,False,True,OK,Software - Infrastructure,Technology,,,,-4.3,3.2,2.0,-30.5,0.019,0.0273,False,False,False,12.5,12.51,False,0.1,-95.2,-86.0,False,260.0,89.42,Cup with Handle,43.0,-27.5,15.55,2025-06-16,11.27,2025-11-03,True,"[17.3, 16.0, 7.7]",True,1012737.0,1343327.0,0.75,False,80.4,False,0.0,,6.1,5.21,-14.6,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 96.4}]",[],UPSIDE_REVERSAL,211.36,15.55,True,,,,,,NOT_AVAILABLE,,,15.63,15.08,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,909.1,14209.0,208.87,206.08,192.89,211.36,1.4,2.8,9.8,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,14.46,False,3.5,0.11,100.0,
NEXA,2026-04-06,10.93,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,1750.0,21.9,4.4,,,False,True,True,OK,Other Industrial Metals & Mining,Basic Materials,,,,16.7,-3.0,96.4,45.2,0.0166,0.02,False,False,True,8.79,10.93,True,24.3,-26.8,146.3,True,14.94,4.44,Cup with Handle,7.0,-32.7,13.65,2026-02-23,9.19,2026-03-16,True,"[20.4, 16.1, 9.3]",True,2318600.0,2845748.0,0.81,False,-57.2,True,0.0,,6.49,6.19,-4.6,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.56}]","[{'date': '2026-03-24', 'close_position_pct': 89.0}, {'date': '2026-04-02', 'close_position_pct': 96.0}]",[],INSIDE_BAR,10.89,13.65,False,,,,,,NOT_AVAILABLE,,,13.72,13.24,3.5,≥1.5x 50-day average,WATCHING,,,1041.7,14292.0,10.54,10.7,11.7,10.89,3.7,2.1,-6.6,0.4,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,12.69,False,,,,
NFG,2026-04-06,94.4,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,304.1,18.6,27.5,,304.1,True,True,False,OK,Oil & Gas Integrated,Energy,,,,16.7,-3.0,96.4,45.2,0.0166,0.02,False,False,True,8.79,10.93,True,24.3,-88.7,-84.0,False,96.51,68.25,Cup with Handle,7.0,-32.7,13.65,2026-02-23,9.19,2026-03-16,True,"[20.4, 16.1, 9.3]",True,2318600.0,2845748.0,0.81,False,-57.2,True,0.0,2026-04-06,1.94,2.13,9.8,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.68}, {'date': '2026-04-06', 'vol_ratio': 0.34}]","[{'date': '2026-03-24', 'close_position_pct': 83.8}]",[],INSIDE_BAR,94.0,13.65,True,94.79,94.0,0.8,INSIDE_BAR,2026-04-06,WATCHING,632.9,59993.0,13.72,13.24,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1041.7,14292.0,93.83,92.87,89.17,94.0,0.6,1.6,5.9,0.4,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,87.68,12.69,False,-0.2,0.1,21.4,
NHI,2026-04-06,83.01,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-15.8,23.4,,,,False,False,True,OK,,,,,,16.7,-3.0,96.4,45.2,0.0166,0.02,False,False,True,8.79,10.93,True,24.3,-87.9,-82.7,False,90.36,63.32,Cup with Handle,7.0,-32.7,13.65,2026-02-23,9.19,2026-03-16,True,"[20.4, 16.1, 9.3]",True,2318600.0,2845748.0,0.81,False,-57.2,True,0.0,2026-04-06,2.42,2.35,-2.9,False,False,[],[],[],,82.85,13.65,True,,,,,,NOT_AVAILABLE,,,13.72,13.24,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1041.7,14292.0,82.35,82.88,83.73,82.85,0.8,0.2,-0.9,0.2,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,12.69,False,-0.2,0.1,21.4,
NIO,2026-04-06,6.24,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-101.4,16.7,-17.8,,,False,False,False,OK,Auto Manufacturers,Consumer Cyclical,,,,16.7,-3.0,96.4,45.2,0.0166,0.02,False,False,True,8.79,10.93,True,24.3,36.3,261.9,True,8.02,3.02,Cup with Handle,7.0,-32.7,13.65,2026-02-23,9.19,2026-03-16,True,"[20.4, 16.1, 9.3]",True,2318600.0,2845748.0,0.81,False,-57.2,True,0.0,,4.06,4.75,17.0,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 83.3}]",[],UPSIDE_REVERSAL,5.97,13.65,False,6.13,5.97,2.6,UPSIDE_REVERSAL,2026-03-31,TRIGGERED,3125.0,19156.0,13.72,13.24,3.5,≥1.5x 50-day average,WATCHING,,,1041.7,14292.0,5.93,5.71,5.21,5.97,5.2,9.3,19.8,4.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,5.67,12.69,False,,,,
NJR,2026-04-06,55.84,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-7.6,23.9,,,,False,False,True,OK,,,,,,0.7,9.6,13.0,-9.2,0.126,0.1388,False,False,True,78.58,83.01,True,5.6,47.9,95.4,True,56.12,42.47,Flat Base,9.0,-8.3,88.31,2026-02-09,80.96,2026-03-16,True,"[5.9, 3.9, 2.1]",True,1292562.0,1705333.0,0.76,False,-19.2,False,0.0,2026-04-06,1.84,1.95,6.0,False,False,"[{'date': '2026-03-25', 'vol_ratio': 0.74}, {'date': '2026-03-26', 'vol_ratio': 0.68}]",[],[],INSIDE_BAR,55.58,88.31,False,,,,,,NOT_AVAILABLE,,,88.75,85.66,3.5,≥1.5x 50-day average,WATCHING,,,161.8,14360.0,55.02,54.45,52.95,55.58,1.5,2.6,5.5,0.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,82.09,False,,,,
NMAX,2026-04-06,5.49,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,9.6,-52.6,,,False,False,False,OK,Broadcasting,Communication Services,,,,-22.0,-27.6,-50.4,-83.0,0.0083,0.049,False,False,False,8.31,5.49,False,-33.9,-91.4,7.4,False,63.95,5.11,Unclear,54.0,-88.0,45.0,2025-03-31,5.4,2026-02-09,False,"[72.4, 51.5, 44.4]",True,5215253.0,5379481.0,0.97,False,-43.0,True,0.0,,5.61,7.26,29.4,False,False,[],"[{'date': '2026-04-01', 'close_position_pct': 70.4}, {'date': '2026-04-02', 'close_position_pct': 88.2}]",[],UPSIDE_REVERSAL,5.48,45.0,False,5.74,5.48,4.5,UPSIDE_REVERSAL,2026-04-02,WATCHING,1923.1,11039.0,45.22,43.65,3.5,≥1.5x 50-day average,WATCHING,,,318.5,14403.0,5.81,6.14,6.4,5.48,-5.5,-10.6,-14.2,0.2,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,5.31,41.83,False,,,,
NOW,2026-04-06,102.42,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,3.8,20.7,13.2,,3.4,False,False,True,OK,Software - Application,Technology,,,,-22.0,-27.6,-50.4,-83.0,0.0083,0.049,False,False,False,8.31,5.49,False,-33.9,-97.4,-94.4,False,211.48,98.0,Unclear,54.0,-88.0,45.0,2025-03-31,5.4,2026-02-09,False,"[72.4, 51.5, 44.4]",True,5215253.0,5379481.0,0.97,False,-43.0,True,0.0,,4.36,4.27,-2.1,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.37}]","[{'date': '2026-04-02', 'close_position_pct': 71.5}]",[],INSIDE_BAR,102.01,45.0,True,103.33,102.01,1.3,INSIDE_BAR,2026-04-06,WATCHING,378.8,39141.0,45.22,43.65,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,318.5,14403.0,104.73,107.55,110.98,102.01,-2.2,-4.8,-7.7,0.4,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,95.58,41.83,False,-21.9,0.21,8.6,
NP,2026-04-06,25.91,3,11.0,AVOID,658.9,646.8,True,UPTREND,,,,23.4,,-48.4,True,False,False,OK,Insurance Brokers,Financial Services,,,,-22.0,-27.6,-50.4,-83.0,0.0083,0.049,False,False,False,8.31,5.49,False,-33.9,-83.5,-62.9,False,33.24,14.78,Unclear,54.0,-88.0,45.0,2025-03-31,5.4,2026-02-09,False,"[72.4, 51.5, 44.4]",True,5215253.0,5379481.0,0.97,False,-43.0,True,0.0,,6.59,5.48,-16.8,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 86.1}, {'date': '2026-03-31', 'close_position_pct': 88.9}]",[],UPSIDE_REVERSAL,25.9,45.0,False,,,,,,NOT_AVAILABLE,,,45.22,43.65,3.5,≥1.5x 50-day average,WATCHING,,,318.5,14403.0,23.95,23.02,22.26,25.9,8.2,12.6,16.4,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,41.83,False,,,,
NPB,2026-04-06,17.7,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,49.3,35.1,,52.7,True,False,True,OK,Banks - Regional,Financial Services,,,,-22.0,-27.6,-50.4,-83.0,0.0083,0.049,False,False,False,8.31,5.49,False,-33.9,-71.8,-51.8,False,19.48,11.38,Unclear,54.0,-88.0,45.0,2025-03-31,5.4,2026-02-09,False,"[72.4, 51.5, 44.4]",True,5215253.0,5379481.0,0.97,False,-43.0,True,0.0,2026-03-30,3.61,3.08,-14.7,False,False,"[{'date': '2026-03-30', 'vol_ratio': 0.43}]","[{'date': '2026-03-24', 'close_position_pct': 75.9}, {'date': '2026-03-25', 'close_position_pct': 94.0}, {'date': '2026-03-26', 'close_position_pct': 100.0}, {'date': '2026-03-30', 'close_position_pct': 72.0}, {'date': '2026-03-31', 'close_position_pct': 79.3}, {'date': '2026-04-02', 'close_position_pct': 86.0}]",[],INSIDE_BAR,17.69,45.0,False,,,,,,NOT_AVAILABLE,,,45.22,43.65,3.5,≥1.5x 50-day average,WATCHING,,,318.5,14403.0,17.29,17.33,17.54,17.69,2.4,2.1,0.9,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,41.83,False,,,,
NPKI,2026-04-06,14.41,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-108.4,70.1,14.1,,77.5,True,False,True,DISTORTED,Oil & Gas Equipment & Services,Energy,,YoY EPS negative (-108.4%) but 5yr CAGR is 77.5% — likely distorted by one-off items. Use 5yr CAGR as primary signal.,,-22.0,-27.6,-50.4,-83.0,0.0083,0.049,False,False,False,8.31,5.49,False,-33.9,-65.6,15.3,False,15.96,4.76,Unclear,54.0,-88.0,45.0,2025-03-31,5.4,2026-02-09,False,"[72.4, 51.5, 44.4]",True,5215253.0,5379481.0,0.97,False,-43.0,True,0.0,,4.13,4.03,-2.4,False,False,"[{'date': '2026-04-01', 'vol_ratio': 0.64}]",[],[],INSIDE_BAR,14.38,45.0,False,14.68,14.38,2.0,INSIDE_BAR,2026-04-01,WATCHING,1666.7,24467.0,45.22,43.65,3.5,≥1.5x 50-day average,WATCHING,,,318.5,14403.0,14.36,14.24,14.12,14.38,0.3,1.2,2.1,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,13.58,41.83,False,,,,
NRGV,2026-04-06,3.15,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-69.8,358.0,-50.9,,,False,False,True,OK,Utilities - Renewable,Utilities,,,,-7.4,-42.4,-15.8,280.4,0.0048,0.0083,False,False,False,3.82,3.15,True,-17.5,-50.4,428.5,True,6.35,0.6,Unclear,13.0,-47.6,5.72,2026-01-12,3.0,2026-02-23,True,"[26.4, 6.0, 10.5]",False,21049325.0,15063547.0,1.4,True,-5.5,False,0.0,,9.05,8.38,-7.4,False,False,[],"[{'date': '2026-03-24', 'close_position_pct': 81.5}]",[],UPSIDE_REVERSAL,3.15,5.72,False,3.77,3.15,16.3,UPSIDE_REVERSAL,2026-03-24,WATCHING,813.0,3061.0,5.75,5.55,3.5,≥1.5x 50-day average,WATCHING,,,2500.0,14375.0,3.34,3.4,3.68,3.15,-5.7,-7.4,-14.4,0.0,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,3.48,5.32,False,,,,
