stock,name,sector,industry,ticker,p/e,d/e_market,d/e,Sales Growth 5yr cagr,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,,PEG,no. shares (cr),Current Price,market cap,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
JINDRILL.NS,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services,JINDRILL.NS,7.42,0.09,0.12,25.40,5.52,8.73,14.64,8.79,10.11,0.91,0.94,17.76,1.67,98.33,10.39,6.06,17.76,0.94,10.39,98.33,9.11,18.06,4284007000.00,8641200000.00,10797575000.00,2.52,10.34,12.22,49.63,,0.15,2.90,609.45,17662531395.00,1.94,-1.00,-1.00,8345100000.00,-1.00,-1.00,296100000.00,13.71,0.08,1766.82,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,-1.00,17668200448.00,2159000000.00,8279500000.00,28272900000.00,12390900000.00,13622079000.00,1643300000.00,1619000000.00,9522100000.00,9618500000.00,-96400000.00,8641200000.00,8345100000.00,14500000.00,891200000.00,162700000.00,475700000.00,28981100.00,12845100000.00,-1.00,24300000.00,0.72,0.00,0.02,5.00,609.45,1751718333.33,1213116333.33,,,,,,,,,,,,
JMFINANCIL.NS,JM Financial Limited,Financial Services,Capital Markets,JMFINANCIL.NS,16.19,0.64,1.36,0.63,2.19,7.17,9.02,3.03,0.00,5.38,5.41,24.75,25.99,74.01,11.41,87.66,24.75,5.41,11.41,74.01,0.00,22.56,26016000000.00,55686800000.00,34384500000.00,1.32,2.76,4.60,1.94,,8.37,95.62,186.68,178496319173.12,5.71,5136200000.00,784300000.00,339700000.00,54902500000.00,668.47,55347100000.00,673.89,1.10,17849.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.99,178496307200.00,8213100000.00,27223500000.00,245041000000.00,142736500000.00,84905000000.00,115073600000.00,0.00,0.00,0.00,0.00,55686800000.00,339700000.00,1960800000.00,637900000.00,13049300000.00,2248500000.00,956161984.00,5136200000.00,0.00,0.00,0.25,0.52,0.69,40.00,186.68,0.00,6094800000.00,,,,,,,,,,,,
JTLIND.NS,JTL Industries Limited,Basic Materials,Steel,JTLIND.NS,40.28,0.03,0.10,12.28,15.03,19.62,9.92,9.06,20.38,9.53,18.93,5.50,3.17,96.83,5.85,95.05,5.50,18.93,5.85,96.83,25.13,24.91,3630202000.00,-2456876000.00,-2462389000.00,-0.68,11.72,3.39,7.17,,5.62,39.31,74.12,29135236654.08,1.50,3513418000.00,2372569000.00,1780237000.00,-4829445000.00,-488.72,-4237113000.00,-428.78,0.16,2916.23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.97,29162293248.00,988183000.00,19163111000.00,13390982000.00,1204529000.00,7747581000.00,761741000.00,3039161000.00,9714577000.00,1025987000.00,8688590000.00,-2456876000.00,1780237000.00,47909000.00,92672000.00,45249000.00,327868000.00,393081984.00,2848812000.00,664606000.00,-2277420000.00,0.57,0.04,0.08,8.00,74.12,1396287666.67,1006525000.00,141.00,86.00,105.80,105.00,,,,,,,,
MAHABANK.NS,Bank of Maharashtra,Financial Services,Banks—Regional,MAHABANK.NS,6.97,0.58,1.20,18.88,1.15,17.83,22.82,1.64,0.00,6.30,5.88,33.23,17.43,82.57,11.25,150.00,33.23,5.88,11.25,82.57,0.00,3.66,133719885000.00,76278435000.00,246651126000.00,1.84,1.80,13.54,63.13,,0.11,769.16,53.23,409421217571.84,3.46,29199827000.00,9912733000.00,5194074000.00,66365702000.00,119.76,71084361000.00,128.27,2.42,40957.24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.87,409572376576.00,55417768000.00,137592477000.00,3693538065000.00,3406458306000.00,198706212000.00,238525150000.00,0.00,0.00,0.00,0.00,76278435000.00,5194074000.00,9913923000.00,2905975000.00,132805751000.00,2030800000.00,7691550208.00,29156222000.00,43605000.00,0.00,0.80,0.09,0.46,51.00,53.23,0.00,40728530666.67,70.00,70.00,70.00,70.00,,,,,,,,
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel Retail,KALAMANDIR.NS,24.29,0.15,0.38,8.77,6.94,16.32,7.78,5.20,18.32,3.27,3.58,6.80,-1.00,101.00,12.00,12.59,6.80,3.58,12.00,-1.00,3.95,40.17,3382600000.00,1067900000.00,2349430000.00,0.69,5.20,3.09,17.80,,1.36,14.74,187.24,27589814000.00,1.75,4644200000.00,700280000.00,525300000.00,367620000.00,43.05,542600000.00,63.54,0.53,2758.98,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.34,27589814272.00,853900000.00,14620100000.00,16406500000.00,5088800000.00,10629400000.00,4050200000.00,200400000.00,11250900000.00,2513200000.00,8737700000.00,1067900000.00,525300000.00,147300000.00,527000000.00,402800000.00,573300000.00,147350000.00,4642400000.00,1800000.00,3849800000.00,0.63,0.16,0.45,8.00,187.24,1825066666.67,946166666.67,150.00,150.00,150.00,150.00,,,,,,,,
KINGFA.NS,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,KINGFA.NS,33.39,0.01,0.07,18.53,11.69,21.86,23.21,14.22,27.34,6.47,5.95,7.60,-1.00,101.00,6.95,38.73,7.60,5.95,6.95,-1.00,50.48,25.83,3874214000.00,599232000.00,1411078000.00,0.36,15.37,2.98,70.89,,0.47,1.21,4235.20,51290389600.00,2.87,3259667000.00,915278000.00,303295000.00,-316046000.00,-20.68,295937000.00,19.36,0.24,5129.04,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.53,51290390528.00,1528552000.00,17446906000.00,11556178000.00,4270089000.00,5885759000.00,430025000.00,743987000.00,8541161000.00,4221756000.00,4319405000.00,599232000.00,303295000.00,120537000.00,217147000.00,66552000.00,532243000.00,12110500.00,2848890000.00,410777000.00,-313962000.00,0.86,0.00,0.00,1.00,4235.20,1657131666.67,1189293333.33,,,,,,,,,,,,
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,Banks—Regional,BANKBARODA.NS,6.25,0.87,0.88,12.92,1.00,13.99,15.56,1.18,0.00,6.71,6.82,28.03,14.65,85.35,18.87,144.38,28.03,6.82,18.87,85.35,0.00,25.55,622386023000.00,348915800000.00,134743200000.00,0.22,1.25,17.04,38.19,,0.16,517.14,235.14,1215993530204.16,1.89,127888390000.00,59949076000.00,63324900000.00,288966724000.00,139.49,285590900000.00,137.86,3.23,121599.35,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.83,1215993479168.00,207163280000.00,696790693000.00,18617740775000.00,17140238011000.00,1197122413000.00,1058127678000.00,0.00,0.00,0.00,0.00,348915800000.00,63324900000.00,39302400000.00,14669500000.00,782649243000.00,71596100000.00,5171359744.00,126337351000.00,1551039000.00,0.00,0.64,0.20,0.55,185.00,235.14,0.00,181296366333.33,316.00,215.00,272.27,275.00,,,,,,,,
KOPRAN.NS,Kopran Limited,Healthcare,Drug Manufacturers—General,KOPRAN.NS,21.67,0.20,0.30,9.90,5.50,8.29,7.64,4.86,11.38,2.27,2.50,6.46,39.67,60.33,5.72,4.01,6.46,2.50,5.72,60.33,6.14,25.79,1777723000.00,419421000.00,857481000.00,0.48,5.19,5.09,-16.59,,-1.31,4.83,156.71,7566836376.00,1.21,3954148000.00,710076000.00,589189000.00,-290655000.00,-75.39,-169768000.00,-44.04,1.91,756.68,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.69,7566836736.00,385519000.00,6296044000.00,8440127000.00,3256648000.00,4912451000.00,1477874000.00,896723000.00,5097491000.00,2889674000.00,2207817000.00,419421000.00,589189000.00,144632000.00,155944000.00,93389000.00,133967000.00,48285600.00,2960316000.00,993832000.00,581151000.00,0.48,0.00,0.01,5.00,156.71,593318000.00,389137000.00,,,,,,,,,,,,
TANLA.NS,Tanla Platforms Limited,Technology,Software—Application,TANLA.NS,17.25,0.01,0.03,7.90,18.30,28.99,24.10,15.99,32.44,13.84,15.55,13.30,26.87,73.13,30.04,121.22,13.30,15.55,30.04,73.13,99.87,19.13,20425260000.00,6421047000.00,19651705000.00,0.96,16.86,6.18,-1.71,,-10.06,13.23,620.85,82137213300.00,2.02,2919394000.00,703521000.00,1276343000.00,5717526000.00,112.71,5144704000.00,101.42,1.97,8216.33,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.89,82163286016.00,5072828000.00,40277215000.00,33377067000.00,10694125000.00,19417821000.00,640474000.00,296300000.00,23529875000.00,10168600000.00,13361275000.00,6421047000.00,1276343000.00,1614463000.00,977743000.00,59783000.00,1200229000.00,132298000.00,2865894000.00,53500000.00,344174000.00,0.55,0.08,0.18,39.00,620.85,6301017666.67,5010823000.00,730.00,609.00,687.33,723.00,1126800.00,1126800.00,6332840000.00,19418947800.00,0.03,19763121800.00,25.91,26.12
KOTHARIPET.NS,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRITIKA.NS,Kritika Wires Limited,Basic Materials,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANCORHOL.NS,Lancor Holdings Limited,Real Estate,Real Estate—Development,LANCORHOL.NS,96.81,0.83,1.12,22.80,1.10,2.53,2.81,1.26,11.87,7.13,5.85,2.35,10.48,89.52,9.19,3.11,2.35,5.85,9.19,89.52,1.41,54.19,-59132000.00,-686217000.00,1062924000.00,-17.98,1.46,2.54,-1.00,,-1.00,7.30,25.17,1837299252.00,0.94,270030000.00,-61678000.00,56968000.00,-624539000.00,-1337.08,-743185000.00,-1591.10,0.79,183.87,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.91,1838683648.00,46709000.00,1903008000.00,4211271000.00,2254331000.00,1371119000.00,1530528000.00,104462000.00,3393987000.00,1295097000.00,2098890000.00,-686217000.00,56968000.00,14599000.00,30585000.00,202446000.00,55252000.00,72995600.00,267786000.00,2244000.00,1426066000.00,0.64,0.00,0.00,0.00,25.17,249777000.00,36927666.67,,,,,,,,,,,,
LINC.NS,Linc Limited,Industrials,Business Equipment & Supplies,LINC.NS,20.98,0.03,0.15,25.71,8.40,11.80,17.93,12.51,18.81,4.54,4.71,5.62,14.45,85.55,14.87,7.79,5.62,4.71,14.87,85.55,17.66,25.44,797764000.00,380090000.00,1490584000.00,1.87,14.41,4.35,815.24,,0.03,5.95,132.15,7861497780.00,1.44,1428897000.00,585354000.00,284538000.00,-205264000.00,-60.01,95552000.00,27.93,0.95,790.45,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.54,7904499200.00,342073000.00,5038009000.00,3096195000.00,1037677000.00,1772228000.00,259262000.00,95901000.00,1740310000.00,784489000.00,955821000.00,380090000.00,284538000.00,74361000.00,149818000.00,23779000.00,117351000.00,59489200.00,1281738000.00,147159000.00,163361000.00,0.79,0.00,0.00,2.00,132.15,368975000.00,265790666.67,,,,,,,,,,,,
LTFOODS.NS,LT Foods Limited,Consumer Defensive,Packaged Foods,LTFOODS.NS,24.50,0.08,0.37,17.23,9.25,17.69,16.76,8.99,20.55,6.92,7.31,6.82,9.00,91.00,14.46,30.89,6.82,7.31,14.46,91.00,9.04,25.57,18935164000.00,4625033000.00,19952531000.00,1.05,10.02,3.98,24.05,,1.02,34.73,437.55,151940546649.60,1.65,14047675000.00,3619419000.00,2390543000.00,1005614000.00,16.61,2234490000.00,36.91,0.68,15194.05,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.22,151940546560.00,6053404000.00,86814663000.00,74226938000.00,35690418000.00,33716208000.00,12610389000.00,1746593000.00,54640801000.00,29494862000.00,25145939000.00,4625033000.00,2390543000.00,1039515000.00,1856817000.00,876778000.00,2101965000.00,347252992.00,13600978000.00,446697000.00,10863796000.00,0.62,0.13,0.34,51.00,437.55,8054260333.33,5337803666.67,600.00,424.00,512.00,512.00,75322200.00,21334000.00,9096756000.00,33791530200.00,0.37,44655326200.00,15.16,17.91
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,LUMAXTECH.NS,41.25,0.12,1.14,32.47,5.71,17.99,20.62,6.10,17.54,4.18,3.73,5.03,30.94,69.06,13.76,-0.80,5.03,3.73,13.76,69.06,4.39,25.64,4702365000.00,2904943000.00,7805156000.00,1.66,6.86,2.29,36.83,,1.12,6.82,1136.80,77481668812.80,1.98,9715736000.00,2833363000.00,1802793000.00,71580000.00,4.03,1102150000.00,62.00,0.51,7748.17,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,77481672704.00,1777690000.00,34396354000.00,32391200000.00,19459102000.00,7896089000.00,9021767000.00,1407963000.00,15956343000.00,14203343000.00,1753000000.00,2904943000.00,1802793000.00,397089000.00,1286207000.00,790142000.00,789996000.00,68157696.00,8891099000.00,824637000.00,7613804000.00,0.60,0.16,0.39,11.00,1136.80,2817722666.67,1336091666.67,1300.00,767.00,1043.00,1062.00,,,,,,,,
SBIN.NS,State Bank of India,Financial Services,Banks—Regional,SBIN.NS,9.08,0.83,1.49,13.97,0.95,15.71,17.20,1.10,0.00,7.68,7.13,21.17,14.06,85.94,8.58,121.09,21.17,7.13,8.58,85.94,0.00,25.71,2356680558000.00,484862946000.00,417998924000.00,0.18,1.15,10.40,29.91,,0.30,923.06,807.85,7456956082636.80,2.13,469119105000.00,56243235000.00,56372241000.00,428619711000.00,55.26,428490705000.00,55.25,1.64,745695.61,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.88,7456956088320.00,775613371000.00,3495234156000.00,73141853408000.00,68091227433000.00,4149391715000.00,6181254399000.00,0.00,0.00,0.00,0.00,484862946000.00,56372241000.00,122267183000.00,39914767000.00,3009433353000.00,273481400000.00,9230619648.00,463376954000.00,5742151000.00,0.00,0.57,0.29,0.66,273.00,807.85,0.00,667647253333.33,1102.00,720.00,941.11,950.00,,,,,,,,
MANBA.NS,MANBA FINANCE LIMITED,Financial Services,Credit Services,MANBA.NS,16.19,1.58,5.40,36.10,3.03,13.51,13.28,3.10,6.51,13.23,9.74,15.91,-1.00,101.00,10.72,145.89,15.91,9.74,10.72,-1.00,-1.00,24.55,953009000.00,-3235640000.00,-5414518000.00,-5.68,3.88,5.51,57.12,,0.28,5.02,136.66,6865716404.00,5.18,168963000.00,-1394000.00,26055000.00,-3234246000.00,-855.56,-3261695000.00,-862.83,0.37,686.57,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.00,6865716736.00,378025000.00,2369310000.00,14659769000.00,10970777000.00,2006075000.00,10838642000.00,-1.00,13859098000.00,29156000.00,13829942000.00,-3235640000.00,26055000.00,25120000.00,18931000.00,-1.00,122990000.00,50239400.00,168963000.00,0.00,-1.00,0.77,0.00,0.00,0.00,136.66,469921000.00,285202333.33,,,,,,,,,,,,
MANCREDIT.NS,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,MANCREDIT.NS,29.95,0.56,1.57,53.73,4.42,8.61,9.75,4.19,7.13,27.87,24.08,32.04,10.11,89.89,57.27,636.10,32.04,24.08,57.27,89.89,-1.00,28.22,376084000.00,-493603000.00,-1601998000.00,-4.26,4.77,3.62,27.83,,1.08,1.96,184.48,3609166720.00,6.92,22841000.00,22464000.00,8082000.00,-516067000.00,-394.92,-501685000.00,-383.92,0.33,361.27,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.05,3612690176.00,130676000.00,495762000.00,3494021000.00,2086908000.00,1273498000.00,2004910000.00,-1.00,3180750000.00,57424000.00,3123326000.00,-493603000.00,8082000.00,11738000.00,12355000.00,-1.00,51378000.00,19564000.00,22841000.00,0.00,-1.00,0.72,0.00,0.00,0.00,184.48,151273000.00,105090000.00,,,,,,,,,,,,
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,MARUTI.NS,31.82,0.00,0.00,19.44,11.22,15.17,15.95,11.73,17.67,3.87,4.24,9.08,23.06,76.94,17.07,12.59,9.08,4.24,17.07,76.94,74.91,26.09,401316000000.00,161362000000.00,455924000000.00,1.14,12.57,3.13,53.13,,0.60,31.44,14714.00,4626125859712.00,2.97,475470000000.00,107355000000.00,106406000000.00,54007000000.00,37.25,54956000000.00,37.90,0.85,462612.59,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.33,4626125946880.00,145002000000.00,1451099000000.00,1319718000000.00,357319000000.00,856360000000.00,870000000.00,37684000000.00,295242000000.00,305705000000.00,-10463000000.00,161362000000.00,106406000000.00,39300000000.00,56082000000.00,1942000000.00,51198000000.00,314403008.00,400198000000.00,75272000000.00,-36814000000.00,0.58,0.30,0.72,266.00,14714.00,160409333333.33,120840333333.33,15790.00,11300.00,13959.43,14066.50,,,,,,,,
MASFIN.NS,MAS Financial Services Limited,Financial Services,Credit Services,MASFIN.NS,17.09,1.64,5.14,36.58,2.85,14.51,14.14,2.86,5.00,13.76,12.92,23.21,9.66,90.34,4.81,266.00,23.21,12.92,4.81,90.34,-1.00,25.42,9241400000.00,-11334800000.00,-47307500000.00,-5.12,3.25,5.57,21.65,,0.79,18.15,307.35,55769577091.20,7.38,2078600000.00,503000000.00,295400000.00,-11837800000.00,-381.13,-11630200000.00,-374.44,0.49,5576.96,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.04,55769579520.00,3106000000.00,14430200000.00,121990100000.00,95485400000.00,17827100000.00,91557200000.00,-1.00,103216200000.00,611700000.00,102604500000.00,-11334800000.00,295400000.00,274300000.00,56000000.00,-1.00,1070300000.00,181452992.00,1163800000.00,914800000.00,-1.00,0.47,0.18,0.33,22.00,307.35,3294033333.33,2549700000.00,425.00,355.00,389.20,396.00,,,,,,,,
UNIONBANK.NS,Union Bank of India,Financial Services,Banks—Regional,UNIONBANK.NS,5.26,0.28,0.28,12.59,0.85,12.87,17.05,1.24,0.00,6.46,6.24,24.48,15.12,84.88,10.18,119.58,24.48,6.24,10.18,84.88,0.00,23.39,456010500000.00,174793800000.00,798038000000.00,1.75,1.29,18.21,44.86,,0.12,763.36,129.67,989850239820.80,1.89,94049465000.00,14262141000.00,16691700000.00,160531659000.00,89.05,158102100000.00,87.70,2.78,98985.02,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.92,989850238976.00,180269508000.00,593396844000.00,15113294233000.00,13974953451000.00,975976560000.00,274897937000.00,0.00,0.00,0.00,0.00,174793800000.00,16691700000.00,27481000000.00,10838800000.00,707333117000.00,55027100000.00,7633610240.00,93462184000.00,587281000.00,0.00,0.75,0.14,0.54,160.00,129.67,0.00,134452431666.67,180.00,130.00,156.08,157.50,,,,,,,,
MATRIMONY.NS,Matrimony.com Limited,Communication Services,Internet Content & Information,MATRIMONY.NS,27.83,0.05,0.18,1.61,9.84,17.26,16.99,9.41,21.16,6.30,6.04,10.16,23.85,76.15,40.52,6.20,10.16,6.04,40.52,76.15,6.61,21.69,1950915000.00,568600000.00,2528553000.00,1.30,9.02,4.15,-4.23,,-6.57,2.16,505.90,10908924060.00,2.43,659400000.00,294900000.00,128200000.00,273700000.00,60.45,440400000.00,97.26,1.02,1093.55,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.48,10935483392.00,452800000.00,4558400000.00,4606800000.00,2190900000.00,2915000000.00,534900000.00,60800000.00,2984100000.00,1827700000.00,1156400000.00,568600000.00,128200000.00,111300000.00,292600000.00,47000000.00,125400000.00,21563400.00,656700000.00,2700000.00,474100000.00,0.77,0.04,0.19,7.00,505.90,646700000.00,471666666.67,485.00,485.00,485.00,485.00,,,,,,,,
MCL.NS,Madhav Copper Limited,Basic Materials,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,Capital Markets,ALMONDZ.NS,19.07,0.15,0.24,32.37,7.60,10.46,7.51,5.19,11.22,7.23,6.09,20.79,0.00,100.00,9.67,116.85,20.79,6.09,9.67,100.00,4.00,14.55,857293000.00,193138000.00,161680000.00,0.19,5.47,4.94,-4.48,,-4.26,17.36,20.21,3509406031.68,2.37,200300000.00,3194000.00,59030000.00,189944000.00,109.60,134108000.00,77.38,0.00,350.94,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.98,3509405952.00,173300000.00,1511200000.00,3512100000.00,1098000000.00,2199720000.00,531100000.00,0.00,949200000.00,388900000.00,560300000.00,193138000.00,59030000.00,0.00,20477000.00,30900000.00,29500000.00,173647008.00,200300000.00,0.00,0.00,0.68,0.01,0.03,1.00,20.21,276039666.67,223957666.67,,,,,,,,,,,,
MMFL.NS,M M Forgings Limited,Industrials,Metal Fabrication,MMFL.NS,19.25,0.76,1.50,10.20,7.14,17.92,14.51,5.64,17.73,1.28,1.58,8.46,12.63,87.37,8.79,2.91,8.46,1.58,8.79,87.37,3.39,26.47,4758473000.00,1816204000.00,6410257000.00,1.35,6.19,7.83,10.23,,1.88,4.83,322.45,15568401920.00,1.03,17284160000.00,6629392000.00,4027423000.00,-4813188000.00,-394.97,-2211219000.00,-181.45,1.24,1556.84,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-2.65,15568402432.00,1218620000.00,15251809000.00,23489682000.00,14573256000.00,7887329000.00,11852381000.00,531000.00,9443198000.00,7864709000.00,1578489000.00,1816204000.00,4027423000.00,193126000.00,932583000.00,597879000.00,438699000.00,48281600.00,13451099000.00,3833061000.00,11851850000.00,0.61,0.09,0.24,10.00,322.45,2212877333.33,1282839666.67,446.00,430.00,438.00,438.00,,,,,,,,
MOIL.NS,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,MOIL.NS,23.55,0.00,0.00,3.34,10.84,12.97,14.99,12.51,12.18,1.24,1.25,21.03,37.61,62.39,11.75,4.71,21.03,1.25,11.75,62.39,-1.00,21.60,13025531000.00,4342933000.00,12597750000.00,0.97,13.21,5.77,5.12,,4.60,20.35,325.05,66142796649.60,4.59,17829190000.00,3368730000.00,3219493000.00,974203000.00,25.53,1123440000.00,29.44,2.02,6615.29,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.22,66152873984.00,3816371000.00,15849409000.00,32113542000.00,5734558000.00,24530726000.00,0.00,765693000.00,15692892000.00,4396386000.00,11296506000.00,4342933000.00,3219493000.00,1336898000.00,1521304000.00,-1.00,1051450000.00,203484992.00,13175291000.00,4653899000.00,0.00,0.65,0.07,0.21,29.00,325.05,3108851000.00,3085227333.33,452.00,355.00,417.25,431.00,,,,,,,,
MOREPENLAB.NS,Morepen Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic,MOREPENLAB.NS,27.99,0.04,0.12,5.53,6.41,9.87,11.78,7.69,11.91,5.39,5.85,4.98,0.00,100.00,10.89,18.23,4.98,5.85,10.89,100.00,17.39,23.91,3545382000.00,320567000.00,-459795000.00,-0.13,9.13,4.55,-0.89,,-31.35,54.80,47.30,25918223443.20,1.44,3986744000.00,382652000.00,2142366000.00,-62085000.00,-5.26,-1821799000.00,-154.36,0.00,2592.90,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.19,25928960000.00,1180204000.00,18115758000.00,17780993000.00,5911418000.00,8472262000.00,1050952000.00,3957401000.00,11593717000.00,5006536000.00,6587181000.00,320567000.00,2142366000.00,0.00,289817000.00,83429000.00,370940000.00,547953984.00,3703339000.00,283405000.00,-2906449000.00,0.43,0.01,0.02,6.00,47.30,1201047666.67,842851666.67,,,,,83324800.00,33843000.00,1634523000.00,8555586800.00,0.12,5649137800.00,22.01,13.79
