,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
0.00,PLTR,Palantir Technologies Inc.,5.81,1.12,12.17,9.48,1.98,0.00,100.00,11.82,6.98,1.98,9.48,11.82,100.00,0.07,-1.00,4.35,-222069000.00,1153865000.00,2423636000.00,-10.91,10.22,588.45,0.11,-1.00,22.95,-1.00,227.43,182.42,414870797606.02,0.00,122.44,248010000.00,46877000.00,12634000.00,1106988000.00,239.51,1141231000.00,246.92,0.00,42125.69,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96,421256855552.00,462190000.00,2865507000.00,6340884000.00,1246477000.00,3475561000.00,239219000.00,129254000.00,5934289000.00,996018000.00,4938271000.00,1153865000.00,12634000.00,0.00,31587000.00,-1.00,21255000.00,2274261581.00,240378000.00,7632000.00,109965000.00,-2.94,-4.22,6.95,5.26,0.04,0.57,0.60,3233.00,182.42,215.00,45.00,153.33,165.00,89722666.67,99436666.67,1202379400.00,331933600.00,486347400.00,4677940400.00,0.05,4787905400.00,9.72,9.88
0.00,FSLR,"First Solar, Inc.",14.38,8.22,0.84,0.81,18.02,0.00,100.00,8.02,6.61,18.02,0.81,8.02,100.00,0.11,35.86,8.13,2547348000.00,1217999000.00,2931187000.00,1.15,12.47,18.80,5.46,39.88,12.89,0.47,10.72,220.53,23651324475.03,0.03,5.45,6415766000.00,1116513000.00,1526076000.00,101486000.00,7.85,-308077000.00,-23.84,0.00,2365.13,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.08,23651323904.00,1292044000.00,4206289000.00,12124361000.00,4146784000.00,6687469000.00,718802000.00,35484000.00,5089033000.00,2077442000.00,3011591000.00,1217999000.00,1526076000.00,0.00,423498000.00,38870000.00,114294000.00,107247651.00,5557228000.00,858538000.00,683318000.00,4.18,6.26,13.27,8.93,0.06,1.07,1.14,1396.00,220.53,287.00,100.00,221.53,216.50,790095333.33,692885000.00,420549000.00,111120200.00,1525462800.00,7108018000.00,0.10,7791336000.00,17.99,18.18
0.00,HCA,"HCA Healthcare, Inc.",23.87,23.43,2.30,2.26,8.53,12.05,87.95,10.83,6.16,8.53,2.26,10.83,87.95,-25.50,5.12,21.89,23601000000.00,10514000000.00,37426000000.00,1.59,10.25,17.60,5.78,0.39,6.32,44.59,23.40,426.20,99728029700.00,0.45,1.37,33403000000.00,4923000000.00,4875000000.00,5591000000.00,97.07,5639000000.00,97.90,0.69,9972.80,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.53,99728031744.00,5760000000.00,70603000000.00,59513000000.00,58958000000.00,-1774000000.00,45237000000.00,1992000000.00,16414000000.00,15177000000.00,1237000000.00,10514000000.00,4875000000.00,690000000.00,3312000000.00,2061000000.00,1866000000.00,233993500.00,31545000000.00,1858000000.00,43245000000.00,10.29,-267.95,-230.87,9.65,0.31,0.63,0.91,1742.00,426.20,449.00,333.00,403.81,415.00,10183000000.00,5548333333.33,,,,,,,,
0.00,LW,"Lamb Weston Holdings, Inc.",11.24,15.63,1.70,1.97,11.87,32.13,67.87,9.81,6.09,11.87,1.97,9.81,67.87,2.32,4.25,29.50,2292500000.00,868300000.00,2846800000.00,1.24,4.85,27.92,4.41,22.07,16.32,1.27,13.94,58.08,8093722369.92,0.51,1.25,4413400000.00,311700000.00,638200000.00,556600000.00,155.82,230100000.00,64.42,2.56,809.37,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.64,8093722624.00,357200000.00,6451300000.00,7392600000.00,5654900000.00,1787800000.00,4155300000.00,145000000.00,2032700000.00,1476000000.00,556700000.00,868300000.00,638200000.00,206900000.00,407500000.00,180000000.00,143100000.00,139354724.00,3831400000.00,582000000.00,4010300000.00,14.69,79.62,45.36,10.45,0.02,0.95,0.97,869.00,58.08,80.00,58.00,64.45,63.00,870833333.33,697200000.00,,,,,,,,
0.00,WPM,Wheaton Precious Metals Corp.,8.72,8.79,0.20,0.18,52.31,45.83,54.17,0.00,5.24,52.31,0.18,0.00,54.17,0.00,2569.34,17.88,2490795000.00,1027581000.00,3366959000.00,1.35,7.53,62.83,1.04,-11.38,2.25,-5.52,45.40,111.84,50770362765.12,0.00,30.54,6475786000.00,285160000.00,658329000.00,742421000.00,140.31,369252000.00,69.78,0.55,5077.04,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.72,50770362368.00,529140000.00,1284639000.00,7424457000.00,165078000.00,6985516000.00,5171000.00,467000.00,828080000.00,29504000.00,798576000.00,1027581000.00,658329000.00,279050000.00,0.00,284000.00,115204000.00,453955318.00,6475786000.00,0.00,4704000.00,9.02,9.08,7.85,7.80,0.00,0.72,0.72,1109.00,111.84,135.00,100.05,115.71,115.00,617873000.00,578636666.67,,,,,,,,
0.00,KMX,"CarMax, Inc.",6.11,5.39,6.46,6.66,1.78,0.00,100.00,6.66,5.20,1.78,6.66,6.66,100.00,3.16,-0.25,25.22,2615819000.00,624439000.00,-183062000.00,-0.07,1.84,13.16,7.60,-23.13,-6.17,-0.57,14.68,44.87,6588937079.41,2.92,0.23,4635324000.00,626526000.00,467939000.00,-2087000.00,-0.42,156500000.00,31.27,0.00,658.89,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.00,6588936704.00,500556000.00,26353420000.00,27404206000.00,21161218000.00,6073740000.00,19221977000.00,148203000.00,5077636000.00,2197971000.00,2879665000.00,624439000.00,467939000.00,0.00,294801000.00,871141000.00,168804000.00,146845043.00,4335188000.00,300136000.00,19073774000.00,2.46,11.81,8.13,1.83,0.00,1.11,1.12,994.00,44.87,111.00,35.00,61.36,56.50,1337682666.67,488174000.00,,,,,,,,
0.00,FIVE,"Five Below, Inc.",9.04,11.31,1.27,1.30,7.83,0.00,100.00,5.46,4.70,7.83,1.30,5.46,100.00,1.25,-1.00,25.11,1095055000.00,430648000.00,1573105000.00,1.44,6.55,31.25,2.97,-2.54,10.82,-12.30,5.51,154.70,8531002971.40,0.23,2.02,3051759000.00,494723000.00,323994000.00,-64075000.00,-25.27,106654000.00,42.05,0.00,853.43,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.15,8534311424.00,253611000.00,3876527000.00,4339574000.00,2531247000.00,1584956000.00,1981567000.00,120727000.00,1351367000.00,756442000.00,594925000.00,430648000.00,323994000.00,0.00,167447000.00,-1.00,85054000.00,55145462.00,2968270000.00,83489000.00,1860840000.00,5.90,14.49,17.75,7.33,0.02,1.08,1.10,596.00,154.70,187.00,90.00,158.67,162.00,351477000.00,272081666.67,,,,,,,,
0.00,FCX,Freeport-McMoRan Inc.,14.64,14.96,0.69,0.70,10.24,39.15,60.85,0.00,4.33,10.24,0.70,0.00,60.85,0.58,21.52,36.53,11511000000.00,7160000000.00,25293000000.00,2.20,3.60,27.05,3.35,-23.66,3.67,-1.14,143.58,39.22,56311061535.48,0.17,2.18,47878000000.00,5638000000.00,4808000000.00,1522000000.00,80.57,2352000000.00,124.51,1.54,5631.11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.21,56311062528.00,1889000000.00,25455000000.00,54848000000.00,26070000000.00,16693000000.00,9738000000.00,535000000.00,13296000000.00,5496000000.00,7800000000.00,7160000000.00,4808000000.00,865000000.00,0.00,319000000.00,2523000000.00,1435774134.00,38514000000.00,9364000000.00,9203000000.00,5.28,17.47,11.46,3.57,0.01,0.87,0.88,2060.00,39.22,55.00,27.00,46.59,47.00,7007333333.33,2401666666.67,,,,,,,,
0.00,ALGM,"Allegro MicroSystems, Inc.",-4.23,10.45,2.18,3.13,7.91,-1.00,101.00,20.81,4.22,7.91,3.13,20.81,-1.00,0.33,-0.65,15.09,386451000.00,61913000.00,592963000.00,1.53,-4.77,inf,-1.35,-1.00,-1.93,-1.00,18.50,29.20,5403182278.80,0.07,7.22,375348000.00,59249000.00,41135000.00,2664000.00,-3.65,20778000.00,-28.46,-1.00,549.94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.04,5499436544.00,-73010000.00,725006000.00,1420961000.00,489861000.00,1130435000.00,368491000.00,30247000.00,483036000.00,112261000.00,370775000.00,61913000.00,41135000.00,-1.00,64502000.00,30366000.00,-12933000.00,185040489.00,323768000.00,51580000.00,338244000.00,14.67,18.31,14.57,11.26,0.33,0.86,1.28,390.00,29.20,42.00,30.00,37.83,37.00,121304000.00,89014666.67,460218600.00,125802000.00,-1483000.00,1590653600.00,0.23,1928897600.00,-0.07,-4.59
0.00,GE,GE Aerospace,9.70,6.62,5.33,3.69,14.97,70.59,29.41,12.32,3.92,14.97,3.69,12.32,29.41,0.70,6.86,12.62,10037000000.00,4710000000.00,19297000000.00,1.92,3.78,42.01,2.06,-1.00,-11.83,-1.00,106.04,300.82,319001376397.34,0.06,7.67,7278000000.00,1215000000.00,1032000000.00,3495000000.00,53.31,3678000000.00,56.10,0.32,31900.14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.74,319001362432.00,6556000000.00,38702000000.00,123140000000.00,103575000000.00,27403000000.00,19273000000.00,962000000.00,37635000000.00,34392000000.00,3243000000.00,4710000000.00,1032000000.00,1008000000.00,1184000000.00,986000000.00,962000000.00,1060439387.00,7278000000.00,0.00,18311000000.00,2.70,15.97,31.04,5.24,0.00,0.81,0.81,3432.00,300.82,350.00,266.00,305.71,304.50,7645666666.67,5458000000.00,3252400000.00,957400000.00,8934600000.00,30655400000.00,0.63,48966400000.00,15.94,21.39
0.00,MP,MP Materials Corp.,-3.24,4.90,0.17,0.36,10.76,0.00,100.00,0.00,3.91,10.76,0.36,0.00,100.00,0.67,-7.12,29.91,382924000.00,13349000.00,521533000.00,1.36,-2.80,inf,-0.55,-1.00,-15.00,-1.00,17.71,67.07,11877983919.98,0.08,50.20,1462720000.00,82753000.00,186418000.00,-69404000.00,106.08,-173069000.00,264.53,0.00,1215.43,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-5.20,12154256384.00,-65424000.00,203855000.00,2333558000.00,1278678000.00,1365779000.00,914527000.00,10204000.00,1031322000.00,164019000.00,867303000.00,13349000.00,186418000.00,0.00,0.00,23010000.00,-27923000.00,177098314.00,1260176000.00,202544000.00,904323000.00,7.53,13.36,1.82,1.06,0.16,0.78,0.93,639.00,67.07,90.00,65.00,77.73,80.00,104976666.67,82629000.00,25480000.00,6536600.00,-67566600.00,1391259000.00,0.66,2295582000.00,-2.06,-4.70
0.00,UHS,"Universal Health Services, Inc.",13.71,10.61,2.45,2.36,5.76,7.02,92.98,8.85,3.77,5.76,2.36,8.85,92.98,0.81,9.21,22.35,3527091000.00,2067101000.00,5214616000.00,1.48,8.18,10.59,9.91,12.69,7.78,0.83,5.64,204.44,11527965582.16,0.43,0.78,7831947000.00,1126103000.00,943810000.00,940998000.00,82.39,1123291000.00,98.35,0.46,1278.18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.46,12781831168.00,1142097000.00,15827935000.00,14469749000.00,7706933000.00,6149001000.00,4955429000.00,291614000.00,2816288000.00,2210406000.00,605882000.00,2067101000.00,943810000.00,53346000.00,584831000.00,182513000.00,334827000.00,56388014.00,6990944000.00,841003000.00,4663815000.00,6.48,14.31,17.82,8.03,0.05,0.97,1.03,912.00,204.44,280.00,165.00,217.75,211.00,1272078333.33,845167000.00,,,,,,,,
0.00,CRH,CRH plc,13.21,11.71,1.70,1.75,10.24,34.06,65.94,8.46,3.33,10.24,1.75,8.46,65.94,0.73,7.92,23.02,13162000000.00,4989000000.00,17785000000.00,1.35,7.36,25.14,4.34,15.45,6.79,1.63,67.08,119.90,80425802360.20,0.19,2.21,24689000000.00,6083000000.00,2578000000.00,-1094000000.00,-31.33,2411000000.00,69.04,2.12,8042.58,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.22,80425803776.00,3492000000.00,35572000000.00,50613000000.00,27763000000.00,20854000000.00,15307000000.00,285000000.00,14083000000.00,10296000000.00,3787000000.00,4989000000.00,2578000000.00,1706000000.00,1798000000.00,612000000.00,1085000000.00,670773998.00,22726000000.00,1963000000.00,15022000000.00,7.72,16.50,14.78,6.85,0.00,0.86,0.86,1406.00,119.90,152.00,90.00,124.25,126.00,4507000000.00,3510666666.67,,,,,,,,
0.00,RYAAY,Ryanair Holdings plc,19.79,19.07,1.26,1.22,12.67,12.52,87.48,10.19,3.29,12.67,1.22,10.19,87.48,0.35,23.43,9.68,4601700000.00,3415700000.00,12405100000.00,2.70,9.38,13.50,5.06,-1.00,42.69,-1.00,52.93,60.22,31877047684.66,0.08,2.17,11072200000.00,1273100000.00,1552500000.00,2142600000.00,132.95,1863200000.00,115.61,1.37,3187.70,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63,31877048320.00,1611600000.00,13948500000.00,17507000000.00,10470100000.00,7614200000.00,2682700000.00,1850700000.00,6009700000.00,8152800000.00,-2143100000.00,3415700000.00,1552500000.00,437700000.00,1214400000.00,66500000.00,172800000.00,529343203.00,11072200000.00,0.00,832000000.00,9.87,26.20,28.92,11.42,0.00,0.42,0.42,454.00,60.22,76.00,63.00,68.75,68.00,1860400000.00,1614166666.67,,,,,,,,
0.00,VRT,Vertiv Holdings Co,15.17,11.25,10.27,9.64,4.75,5.18,94.82,40.37,3.01,4.75,9.64,40.37,94.82,1.56,9.19,35.22,1152200000.00,1319300000.00,2277900000.00,1.98,6.20,69.84,0.86,57.17,17.03,1.22,38.19,150.86,57608404931.04,0.05,6.33,914700000.00,390600000.00,184100000.00,928700000.00,187.31,1135200000.00,228.96,0.07,5760.84,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.70,57608404992.00,495800000.00,8011800000.00,9132500000.00,6698200000.00,2014900000.00,3145300000.00,267100000.00,5101800000.00,3097000000.00,2004800000.00,1319300000.00,184100000.00,42200000.00,277000000.00,150400000.00,269600000.00,381866664.00,827200000.00,87500000.00,2878200000.00,3.59,15.99,26.63,6.10,0.00,0.82,0.82,1778.00,150.86,173.00,119.00,157.74,162.00,647966666.67,344200000.00,,,,,,,,
0.00,CLF,Cleveland-Cliffs Inc.,-3.25,5.56,2.04,2.33,1.23,-1.00,101.00,0.00,2.90,1.23,2.33,0.00,-1.00,0.90,-1.36,24.92,3968000000.00,105000000.00,7580000000.00,1.91,-4.30,inf,-12.49,-1.00,-2.10,-1.00,49.47,12.20,6035282367.20,1.17,0.33,10670000000.00,1185000000.00,695000000.00,-1080000000.00,143.24,-590000000.00,78.25,-1.00,611.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-10.29,6119380480.00,-754000000.00,19185000000.00,20947000000.00,14050000000.00,7887000000.00,7065000000.00,183000000.00,6907000000.00,3322000000.00,3585000000.00,105000000.00,695000000.00,-1.00,0.00,370000000.00,-235000000.00,494695276.00,9942000000.00,728000000.00,6882000000.00,4.64,12.60,5.09,2.20,0.02,0.78,0.79,698.00,12.20,14.00,5.00,11.31,12.00,795000000.00,326666666.67,,,,,,,,
0.00,COST,Costco Wholesale Corporation,28.83,26.04,8.34,8.43,2.69,56.08,43.92,7.19,2.77,2.69,8.43,7.19,43.92,0.33,54.94,24.36,24510000000.00,11339000000.00,38757000000.00,1.58,10.68,50.25,1.80,13.66,9.10,3.68,44.32,925.63,410273464310.00,0.02,1.49,33038000000.00,4612000000.00,4710000000.00,6727000000.00,91.31,6629000000.00,89.98,2.20,41027.34,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.59,410273447936.00,7367000000.00,254453000000.00,69831000000.00,46209000000.00,25058000000.00,8272000000.00,1734000000.00,34246000000.00,35464000000.00,-1218000000.00,11339000000.00,4710000000.00,9041000000.00,2237000000.00,169000000.00,2373000000.00,443237000.00,31649000000.00,1389000000.00,6538000000.00,9.50,29.23,30.27,10.61,0.00,0.73,0.73,4879.00,925.63,1218.00,620.00,1061.20,1082.50,8851333333.33,6501000000.00,,,,,,,,
0.00,LVS,Las Vegas Sands Corp.,18.08,9.75,0.82,0.62,23.05,21.93,78.07,9.03,2.22,23.05,0.62,9.03,78.07,3.34,3.39,10.61,3538000000.00,3204000000.00,5651000000.00,1.60,6.64,27.30,3.92,-1.00,38.70,-1.00,68.65,53.79,36924339466.74,0.37,3.19,14624000000.00,1813000000.00,1580000000.00,1391000000.00,96.20,1624000000.00,112.31,1.60,3707.54,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.43,37075357696.00,1446000000.00,11298000000.00,20666000000.00,17506000000.00,4118000000.00,13752000000.00,182000000.00,4290000000.00,5801000000.00,-1511000000.00,3204000000.00,1580000000.00,590000000.00,1368000000.00,727000000.00,208000000.00,686453606.00,13995000000.00,629000000.00,13570000000.00,7.14,46.44,30.53,5.57,0.56,0.46,1.05,914.00,53.79,73.50,55.00,60.23,60.00,1531666666.67,1499666666.67,521400000.00,137000000.00,2778000000.00,4639400000.00,2.96,18209400000.00,13.64,31.17
0.00,CPA,"Copa Holdings, S.A.",18.01,17.09,0.95,1.00,14.75,23.45,76.55,9.18,2.15,14.75,1.00,9.18,76.55,0.94,8.91,13.84,1514109000.00,996849000.00,3307463000.00,2.18,11.70,7.65,16.95,149.27,31.66,0.05,3.02,118.82,3587908919.40,0.56,1.39,3774935000.00,574248000.00,656340000.00,422601000.00,69.49,340509000.00,55.99,7.50,483.86,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.42,4838626816.00,608114000.00,3446198000.00,5742286000.00,3369543000.00,2122148000.00,2000504000.00,1613000.00,1576877000.00,1355278000.00,221599000.00,996849000.00,656340000.00,269139000.00,330710000.00,84493000.00,97674000.00,30196170.00,3767563000.00,7372000.00,1998891000.00,9.09,26.69,28.45,10.40,0.00,1.01,1.01,312.00,118.82,190.00,118.00,154.20,150.00,678486666.67,490088333.33,,,,,,,,
0.00,SCCO,Southern Copper Corporation,34.57,30.36,1.08,1.01,26.77,92.85,7.15,0.00,1.94,26.77,1.01,0.00,7.15,0.94,16.63,36.87,11837600000.00,4421700000.00,15089700000.00,1.27,20.19,26.33,3.43,0.28,1.50,94.45,81.22,121.36,98567258374.96,0.07,8.29,12276700000.00,-23400000.00,1027300000.00,4445100000.00,131.64,3394400000.00,100.52,1.66,9856.73,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.01,98567258112.00,3376800000.00,11433400000.00,18713500000.00,9475300000.00,7418100000.00,6997700000.00,31500000.00,6174300000.00,2248100000.00,3926200000.00,4421700000.00,1027300000.00,1637200000.00,0.00,334100000.00,1975200000.00,812189011.00,10697600000.00,1579100000.00,6966200000.00,16.68,36.55,40.71,19.06,0.90,0.10,0.96,916.00,121.36,128.70,66.63,97.31,98.00,4853966666.67,2813500000.00,,,,,,,,
0.00,SFM,"Sprouts Farmers Market, Inc.",17.28,14.87,3.44,3.48,4.26,0.00,100.00,13.05,1.80,4.26,3.48,13.05,100.00,1.46,103.35,24.89,1144778000.00,645214000.00,1846410000.00,1.61,11.44,22.67,3.58,21.37,8.16,1.06,9.77,108.80,10632607187.20,0.16,1.28,2442086000.00,502546000.00,230375000.00,142668000.00,37.48,414839000.00,109.00,0.00,1073.82,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,10738152448.00,380601000.00,7719290000.00,3640699000.00,2318806000.00,1148547000.00,1679241000.00,769000.00,675520000.00,679968000.00,-4448000.00,645214000.00,230375000.00,0.00,274087000.00,5006000.00,126097000.00,97726169.00,2362092000.00,79994000.00,1678472000.00,8.40,24.81,23.59,8.09,0.00,1.00,1.01,1021.00,108.80,209.00,150.00,181.93,182.50,412486666.67,300207000.00,,,,,,,,
0.00,ICE,"Intercontinental Exchange, Inc.",9.10,7.22,6.37,6.04,20.78,45.68,54.32,66.54,1.68,20.78,6.04,66.54,54.32,0.81,4.85,22.77,10626000000.00,4609000000.00,14828000000.00,1.40,2.02,32.15,2.86,-12.72,8.66,-2.53,57.24,168.48,96441841866.24,0.21,9.95,2153000000.00,1767000000.00,752000000.00,2842000000.00,103.20,3857000000.00,140.05,1.08,9644.18,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62,96441843712.00,2754000000.00,11761000000.00,139428000000.00,111708000000.00,25717000000.00,20703000000.00,713000000.00,89095000000.00,89553000000.00,-458000000.00,4609000000.00,752000000.00,1039000000.00,1537000000.00,910000000.00,826000000.00,572423088.00,2153000000.00,0.00,19990000000.00,1.57,11.08,10.32,2.00,0.01,0.93,0.94,2291.00,168.48,227.00,170.00,204.88,208.50,3554666666.67,2189333333.33,,,,,,,,
0.00,CEG,Constellation Energy Corporation,10.90,5.54,1.09,1.17,7.26,-27.08,127.08,9.21,1.60,7.26,1.17,9.21,127.08,0.77,9.58,17.14,5007000000.00,-2464000000.00,-11456000000.00,-2.29,7.39,33.96,3.65,-1.00,6.25,-1.00,31.24,329.07,102803303881.53,0.08,4.14,22508000000.00,1266000000.00,2565000000.00,-3730000000.00,-99.49,-5029000000.00,-134.14,0.43,10280.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.51,102803300352.00,3749000000.00,23568000000.00,52926000000.00,39387000000.00,10925000000.00,8412000000.00,1486000000.00,10776000000.00,6846000000.00,3930000000.00,-2464000000.00,2565000000.00,444000000.00,2007000000.00,506000000.00,774000000.00,312405579.00,21235000000.00,1273000000.00,6926000000.00,1.49,6.68,14.79,3.32,0.00,0.85,0.86,2231.00,329.07,401.00,184.05,355.34,374.50,2536333333.33,1737333333.33,,,,,,,,
0.00,DAL,"Delta Air Lines, Inc.",11.10,10.36,1.42,1.39,5.38,4.02,95.98,5.67,1.49,5.38,1.39,5.67,95.98,2.05,8.03,25.78,9664000000.00,8025000000.00,24116000000.00,2.50,4.69,8.31,9.33,130.52,27.27,0.06,65.29,56.75,37054821813.50,0.61,0.60,45314000000.00,4275000000.00,5140000000.00,3750000000.00,108.48,2885000000.00,83.45,0.87,3734.86,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.47,37348646912.00,3457000000.00,61643000000.00,75372000000.00,60079000000.00,11105000000.00,22771000000.00,2123000000.00,9844000000.00,26670000000.00,-16826000000.00,8025000000.00,5140000000.00,321000000.00,2513000000.00,747000000.00,1201000000.00,652948402.00,44239000000.00,1075000000.00,20648000000.00,4.07,38.65,52.12,6.32,0.00,0.82,0.82,1554.00,56.75,90.00,62.00,69.91,68.00,4930000000.00,3128000000.00,,,,,,,,
0.00,ASH,Ashland Inc.,0.56,3.07,1.45,1.51,18.30,32.13,67.87,17.34,1.44,18.30,1.51,17.34,67.87,0.47,1.57,929.17,1494000000.00,411000000.00,1001000000.00,0.67,2.85,inf,7.72,-2.33,0.03,#NAME?,4.57,47.91,2189772447.78,0.67,1.20,1598000000.00,150000000.00,137000000.00,261000000.00,154.44,274000000.00,162.13,3.56,224.36,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.64,2243574016.00,169000000.00,2113000000.00,5645000000.00,2777000000.00,3097000000.00,1468000000.00,107000000.00,1195000000.00,490000000.00,705000000.00,411000000.00,137000000.00,78000000.00,274000000.00,53000000.00,-223000000.00,45705958.00,1417000000.00,181000000.00,1361000000.00,5.91,12.59,5.67,2.92,0.01,0.98,0.99,450.00,47.91,79.00,53.00,64.00,61.50,170333333.33,424666666.67,148800000.00,42200000.00,41800000.00,3245800000.00,0.45,4606800000.00,-7.52,5.21
